path,filer_cik10,accession_nodash,exhibit_file,prepared_chars
sec_cache_light_fix/CIK1551152/000110465914062500/a14-18836_4ex10d1.htm,1551152,110465914062500,a14-18836_4ex10d1.htm,28000
sec_cache_light_fix/CIK110471/000090572905000266/wwwex101_072805.htm,110471,90572905000266,wwwex101_072805.htm,28000
sec_cache_light_fix/CIK773840/000095011704000868/ex10-13.txt,773840,95011704000868,ex10-13.txt,28000
sec_cache_light_fix/CIK1178670/000119312513065475/d440212dex1049.htm,1178670,119312513065475,d440212dex1049.htm,28000
sec_cache_light_fix/CIK1178670/000119312513065475/d440212dex1050.htm,1178670,119312513065475,d440212dex1050.htm,28000
sec_cache_light_fix/CIK1178670/000119312512452123/d413615dex101.htm,1178670,119312512452123,d413615dex101.htm,28000
sec_cache_light_fix/CIK1283699/000095013409004227/d66548exv10w7xey.htm,1283699,95013409004227,d66548exv10w7xey.htm,11281
sec_cache_light_fix/CIK1283699/000119312509127822/dex992.htm,1283699,119312509127822,dex992.htm,28000
sec_cache_light_fix/CIK10456/000119312515333393/d93131dex101.htm,10456,119312515333393,d93131dex101.htm,28000
sec_cache_light_fix/CIK10456/000119312504186250/dex1039.htm,10456,119312504186250,dex1039.htm,10187
sec_cache_light_fix/CIK10456/000119312515246136/d57625dex105.htm,10456,119312515246136,d57625dex105.htm,28000
sec_cache_light_fix/CIK10456/000119312515246136/d57625dex104.htm,10456,119312515246136,d57625dex104.htm,28000
sec_cache_light_fix/CIK10456/000119312515246136/d57625dex21.htm,10456,119312515246136,d57625dex21.htm,28000
sec_cache_light_fix/CIK10456/000119312515357002/d39629dex102.htm,10456,119312515357002,d39629dex102.htm,15221
sec_cache_light_fix/CIK856982/000110465909037246/a09-14989_1ex2d1.htm,856982,110465909037246,a09-14989_1ex2d1.htm,28000
sec_cache_light_fix/CIK856982/000110465909017964/a09-1365_2ex10d1.htm,856982,110465909017964,a09-1365_2ex10d1.htm,5466
sec_cache_light_fix/CIK856982/000110465909017964/a09-1365_2ex2d1.htm,856982,110465909017964,a09-1365_2ex2d1.htm,28000
sec_cache_light_fix/CIK851968/000119312512513386/d458171dex101.htm,851968,119312512513386,d458171dex101.htm,28000
sec_cache_light_fix/CIK1137789/000104746909007888/a2194209zex-10_11.htm,1137789,104746909007888,a2194209zex-10_11.htm,28000
sec_cache_light_fix/CIK1137789/000104746909007888/a2194209zex-10_26.htm,1137789,104746909007888,a2194209zex-10_26.htm,20287
sec_cache_light_fix/CIK1137789/000119312509073113/dex101.htm,1137789,119312509073113,dex101.htm,28000
sec_cache_light_fix/CIK1034842/000110465903008018/j0139_ex10d1.htm,1034842,110465903008018,j0139_ex10d1.htm,28000
sec_cache_light_fix/CIK1034842/000104746903011133/a2106829zex-4_10.htm,1034842,104746903011133,a2106829zex-4_10.htm,28000
sec_cache_light_fix/CIK68505/000110465910038421/a10-14218_1ex2d1.htm,68505,110465910038421,a10-14218_1ex2d1.htm,28000
sec_cache_light_fix/CIK68505/000119312511039822/dex1010.htm,68505,119312511039822,dex1010.htm,28000
sec_cache_light_fix/CIK1779474/000095010319010751/dp111173_ex0101.htm,1779474,95010319010751,dp111173_ex0101.htm,28000
sec_cache_light_fix/CIK1779474/000095010319010751/dp111173_ex1001.htm,1779474,95010319010751,dp111173_ex1001.htm,28000
sec_cache_light_fix/CIK1779474/000095010319010751/dp111173_ex1005.htm,1779474,95010319010751,dp111173_ex1005.htm,28000
sec_cache_light_fix/CIK1779474/000095010320024045/dp142700_ex0201.htm,1779474,95010320024045,dp142700_ex0201.htm,28000
sec_cache_light_fix/CIK1779474/000095010320024045/dp142700_ex9902.htm,1779474,95010320024045,dp142700_ex9902.htm,15865
sec_cache_light_fix/CIK1779474/000095010320024045/dp142700_ex1001.htm,1779474,95010320024045,dp142700_ex1001.htm,27963
sec_cache_light_fix/CIK1571123/000119312513387316/d605504dex103.htm,1571123,119312513387316,d605504dex103.htm,28000
sec_cache_light_fix/CIK723125/000072312519000094/a2019q4ex10xx-amendment2to.htm,723125,72312519000094,a2019q4ex10xx-amendment2to.htm,28000
sec_cache_light_fix/CIK723125/000110465909024029/a09-5884_8ex1d2.htm,723125,110465909024029,a09-5884_8ex1d2.htm,28000
sec_cache_light_fix/CIK723125/000072312508000053/q308exhibit10-52.htm,723125,72312508000053,q308exhibit10-52.htm,28000
sec_cache_light_fix/CIK723125/000072312508000053/q308exhibit10-61.htm,723125,72312508000053,q308exhibit10-61.htm,28000
sec_cache_light_fix/CIK911177/000110465911002459/a11-4476_1ex99d2.htm,911177,110465911002459,a11-4476_1ex99d2.htm,6042
sec_cache_light_fix/CIK911177/000110465911005657/a11-5417_1ex99d2.htm,911177,110465911005657,a11-5417_1ex99d2.htm,6132
sec_cache_light_fix/CIK911177/000110465911005657/a11-5417_1ex4d2.htm,911177,110465911005657,a11-5417_1ex4d2.htm,28000
sec_cache_light_fix/CIK911177/000110465911012173/a11-5937_1ex2d1.htm,911177,110465911012173,a11-5937_1ex2d1.htm,28000
sec_cache_light_fix/CIK911177/000110465911016498/a11-8473_1ex10d1.htm,911177,110465911016498,a11-8473_1ex10d1.htm,28000
sec_cache_light_fix/CIK105770/000010577014000002/exh991q42013earningsrelease.htm,105770,10577014000002,exh991q42013earningsrelease.htm,24669
sec_cache_light_fix/CIK105770/000010577013000050/exh991q32013earningsrelease.htm,105770,10577013000050,exh991q32013earningsrelease.htm,20261
sec_cache_light_fix/CIK879407/000119312516678199/d236239dex101.htm,879407,119312516678199,d236239dex101.htm,28000
sec_cache_light_fix/CIK32604/000095013810000786/emersenex101.htm,32604,95013810000786,emersenex101.htm,28000
sec_cache_light_fix/CIK217346/000110465919055774/ex-10d1.htm,217346,110465919055774,ex-10d1.htm,28000
sec_cache_light_fix/CIK217346/000110465920034531/tm2012699d1_ex4-2.htm,217346,110465920034531,tm2012699d1_ex4-2.htm,20271
sec_cache_light_fix/CIK882095/000088209514000013/gild2013form10-kexhibit101.htm,882095,88209514000013,gild2013form10-kexhibit101.htm,13635
sec_cache_light_fix/CIK19617/000095012306009109/y23268exv99w2.htm,19617,95012306009109,y23268exv99w2.htm,28000
sec_cache_light_fix/CIK19617/000095012306011717/y24193exv99w2.htm,19617,95012306011717,y24193exv99w2.htm,28000
sec_cache_light_fix/CIK19617/000095012306012701/y25968exv99w2.htm,19617,95012306012701,y25968exv99w2.htm,28000
sec_cache_light_fix/CIK813672/000089161803001237/f86295exv10w67.txt,813672,89161803001237,f86295exv10w67.txt,5649
sec_cache_light_fix/CIK813672/000089161803001237/f86295exv10w16.txt,813672,89161803001237,f86295exv10w16.txt,20293
sec_cache_light_fix/CIK813672/000089161803001237/f86295exv10w06.txt,813672,89161803001237,f86295exv10w06.txt,28000
sec_cache_light_fix/CIK813672/000089161803001237/f86295exv10w08.txt,813672,89161803001237,f86295exv10w08.txt,28000
sec_cache_light_fix/CIK813672/000089161808000232/f40061exv10w01.htm,813672,89161808000232,f40061exv10w01.htm,28000
sec_cache_light_fix/CIK732717/000073271708000062/ex10f.htm,732717,73271708000062,ex10f.htm,21740
sec_cache_light_fix/CIK732717/000073271713000068/exhibit10-1.htm,732717,73271713000068,exhibit10-1.htm,28000
sec_cache_light_fix/CIK732717/000073271713000068/exhibit10-2.htm,732717,73271713000068,exhibit10-2.htm,23628
sec_cache_light_fix/CIK732717/000073271711000109/ex10a.htm,732717,73271711000109,ex10a.htm,28000
sec_cache_light_fix/CIK732717/000073271711000109/ex10b.htm,732717,73271711000109,ex10b.htm,28000
sec_cache_light_fix/CIK732717/000073271708000018/ex10ooo.htm,732717,73271708000018,ex10ooo.htm,28000
sec_cache_light_fix/CIK1490281/000149028113000043/exhibit991-q32013.htm,1490281,149028113000043,exhibit991-q32013.htm,28000
sec_cache_light_fix/CIK1490281/000149028113000043/exhibit21-sharepurchaseagr.htm,1490281,149028113000043,exhibit21-sharepurchaseagr.htm,28000
sec_cache_light_fix/CIK1490281/000149028114000013/exhibit992-ideeliacquisiti.htm,1490281,149028114000013,exhibit992-ideeliacquisiti.htm,5700
sec_cache_light_fix/CIK1490281/000149028114000013/exhibit21-ideeliacquisitio.htm,1490281,149028114000013,exhibit21-ideeliacquisitio.htm,28000
sec_cache_light_fix/CIK1490281/000149028114000022/exhibit991-q42013.htm,1490281,149028114000022,exhibit991-q42013.htm,28000
sec_cache_light_fix/CIK1405495/000140549522000010/exhibit1031-gulinoagmt.htm,1405495,140549522000010,exhibit1031-gulinoagmt.htm,24718
sec_cache_light_fix/CIK1405495/000119312522162442/d361872dex992.htm,1405495,119312522162442,d361872dex992.htm,7035
sec_cache_light_fix/CIK1405495/000119312522162442/d361872dex101.htm,1405495,119312522162442,d361872dex101.htm,28000
sec_cache_light_fix/CIK1405495/000140549518000023/exhibit101-mcquilkinretire.htm,1405495,140549518000023,exhibit101-mcquilkinretire.htm,24718
sec_cache_light_fix/CIK1405495/000140549518000023/exhibit102-shayretirementa.htm,1405495,140549518000023,exhibit102-shayretirementa.htm,28000
