deal_id,filer_cik10,sec_start,sec_end,form,filing_date,accession,primary_doc,kw_hit,kw_n,kw_list,status
0,1321834,2020-01-23,2020-07-21,8-K,2020-01-31,0001493152-20-001457,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-03-24,0001493152-20-004577,form8-k.htm,1,2,ip |consideration,ok
0,1321834,2020-01-23,2020-07-21,10-K,2020-03-25,0001493152-20-004650,form10-k.htm,1,7,patent|intellectual property|ip |purchase price|consideration|technology|assignment,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-04-07,0001493152-20-005958,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-04-08,0001493152-20-006035,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-04-14,0001493152-20-006318,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-04-17,0001493152-20-006639,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-05-14,0001493152-20-008664,form8-k.htm,1,2,ip |consideration,ok
0,1321834,2020-01-23,2020-07-21,10-Q,2020-05-15,0001493152-20-009092,form10-q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-05-15,0001493152-20-008921,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-05-18,0001493152-20-009258,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-05-19,0001493152-20-009351,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-07-08,0001493152-20-012821,form8-k.htm,1,1,ip ,ok
0,1321834,2020-01-23,2020-07-21,8-K,2020-07-13,0001493152-20-013127,form8-k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-07-14,0001104659-14-051292,a14-17107_18k.htm,1,2,ip |consideration,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-07-16,0001104659-14-051733,a14-17164_18k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,10-Q,2014-08-05,0001104659-14-056950,a14-13985_110q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-08-25,0001104659-14-062779,a14-19557_18k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-09-26,0001104659-14-068420,a14-15772_28k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-10-22,0001104659-14-072891,a14-22704_18k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,8-K,2014-10-22,0001104659-14-072877,a14-22704_28k.htm,1,1,ip ,ok
1,1800,2014-05-20,2014-11-16,10-Q,2014-11-06,0001104659-14-077769,a14-19718_110q.htm,1,5,intellectual property|ip |purchase price|consideration|technology,ok
2,1800,2012-05-03,2012-10-30,10-Q,2012-05-08,0001104659-12-034444,a12-7133_110q.htm,1,3,patent|consideration|technology,ok
2,1800,2012-05-03,2012-10-30,8-K,2012-07-13,0001104659-12-048933,a12-16334_18k.htm,1,1,ip ,ok
2,1800,2012-05-03,2012-10-30,8-K,2012-07-18,0001104659-12-049476,a12-16386_18k.htm,1,1,ip ,ok
2,1800,2012-05-03,2012-10-30,10-Q,2012-08-07,0001104659-12-055154,a12-13675_110q.htm,1,3,patent|consideration|technology,ok
2,1800,2012-05-03,2012-10-30,8-K,2012-10-17,0001104659-12-069508,a12-24280_18k.htm,1,1,ip ,ok
2,1800,2012-05-03,2012-10-30,8-K,2012-10-18,0001104659-12-069768,a12-24414_18k.htm,1,1,ip ,ok
3,105319,2009-01-31,2009-07-30,10-K,2009-03-04,0001193125-09-044912,d10k.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
3,105319,2009-01-31,2009-07-30,8-K,2009-03-04,0001193125-09-044883,d8k.htm,1,1,ip ,ok
3,105319,2009-01-31,2009-07-30,8-K,2009-05-07,0001193125-09-103510,d8k.htm,1,1,ip ,ok
3,105319,2009-01-31,2009-07-30,10-Q,2009-05-14,0001193125-09-111363,d10q.htm,1,5,intellectual property|ip |purchase price|consideration|technology,ok
3,105319,2009-01-31,2009-07-30,8-K,2009-07-01,0001193125-09-142048,d8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-05-06,0001178913-20-001346,form8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,10-Q,2020-05-07,0001178913-20-001355,sedg10qq1-2020.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-05-20,0001178913-20-001529,form8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-08-03,0001178913-20-002219,form8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,10-Q,2020-08-06,0001178913-20-002282,sedg10-q0620.htm,1,5,patent|intellectual property|ip |consideration|technology,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-09-01,0001178913-20-002523,form8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-09-22,0001104659-20-107397,tm2031160d3_8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-09-23,0001104659-20-107798,tm2031160d4_8k.htm,1,1,ip ,ok
4,1419612,2020-04-30,2020-10-27,8-K,2020-09-25,0001104659-20-108901,tm2031160-6_8k.htm,1,2,ip |purchase price,ok
6,2488,2006-11-02,2007-05-01,10-Q,2006-11-09,0001193125-06-230604,d10q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-11-21,0001193125-06-239966,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-12-01,0001193125-06-245126,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-12-14,0001193125-06-253199,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-12-20,0001193125-06-257028,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-12-27,0001193125-06-260492,d8k.htm,1,3,ip |technology|assignment,ok
6,2488,2006-11-02,2007-05-01,8-K,2006-12-28,0001193125-06-261004,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-01-23,0001193125-07-010956,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-02-14,0001193125-07-031520,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,10-K,2007-03-01,0001193125-07-044191,d10k.htm,1,8,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology|assignment,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-04-09,0001193125-07-077064,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-04-19,0001193125-07-085240,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-04-23,0001193125-07-087794,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-04-24,0001193125-07-088325,d8k.htm,1,1,ip ,ok
6,2488,2006-11-02,2007-05-01,8-K,2007-04-30,0001193125-07-095893,d8k.htm,1,1,ip ,ok
7,105319,2018-07-03,2018-12-30,8-K,2018-08-06,0001193125-18-239734,d576572d8k.htm,1,1,ip ,ok
7,105319,2018-07-03,2018-12-30,10-Q,2018-08-07,0001564590-18-019632,wtw-10q_20180630.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
7,105319,2018-07-03,2018-12-30,8-K,2018-08-09,0001193125-18-244435,d568060d8k.htm,1,1,ip ,ok
7,105319,2018-07-03,2018-12-30,8-K,2018-10-01,0001193125-18-289640,d620960d8k.htm,1,1,ip ,ok
7,105319,2018-07-03,2018-12-30,8-K,2018-11-01,0001193125-18-315798,d647231d8k.htm,1,1,ip ,ok
7,105319,2018-07-03,2018-12-30,10-Q,2018-11-02,0001564590-18-026364,wtw-10q_20180929.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
10,1490281,2013-11-01,2014-04-30,8-K,2013-11-07,0001490281-13-000043,a2013q38-k.htm,1,3,ip |purchase price|consideration,ok
10,1490281,2013-11-01,2014-04-30,10-Q,2013-11-08,0001490281-13-000044,groupon2013q310-q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
10,1490281,2013-11-01,2014-04-30,8-K,2013-11-29,0001490281-13-000047,a8-kxtmonamendment.htm,1,2,ip |purchase price,ok
10,1490281,2013-11-01,2014-04-30,8-K,2014-01-02,0001490281-14-000004,form8-k.htm,1,2,ip |consideration,ok
10,1490281,2013-11-01,2014-04-30,8-K,2014-01-07,0001193125-14-003599,d653588d8k.htm,1,1,ip ,ok
10,1490281,2013-11-01,2014-04-30,8-K,2014-01-13,0001490281-14-000013,form8-kxideeli.htm,1,2,ip |purchase price,ok
10,1490281,2013-11-01,2014-04-30,8-K,2014-02-10,0001490281-14-000015,a8-kforjeffholden.htm,1,1,ip ,ok
10,1490281,2013-11-01,2014-04-30,8-K,2014-02-20,0001490281-14-000022,a2013q48-k.htm,1,1,ip ,ok
10,1490281,2013-11-01,2014-04-30,10-K,2014-02-21,0001490281-14-000024,groupon201310-k.htm,1,7,patent|intellectual property|ip |purchase price|consideration|technology|assignment,ok
11,1090872,2005-09-02,2006-03-01,10-Q,2005-09-07,0001193125-05-181522,d10q.htm,1,8,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology|assignment,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-09-14,0001193125-05-185401,d8k.htm,1,1,ip ,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-11-02,0001193125-05-213646,d8k.htm,1,3,ip |asset purchase|purchase price,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-11-14,0001193125-05-225859,d8k.htm,1,1,ip ,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-12-02,0001193125-05-235987,d8k.htm,1,2,ip |asset purchase,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-12-19,0001104659-05-061577,a05-21802_18k.htm,1,2,ip |purchase price,ok
11,1090872,2005-09-02,2006-03-01,8-K,2005-12-19,0001193125-05-245006,d8k.htm,1,1,ip ,ok
11,1090872,2005-09-02,2006-03-01,10-K,2006-01-17,0001047469-06-000516,a2166540z10-k.htm,1,8,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology|assignment,ok
11,1090872,2005-09-02,2006-03-01,8-K,2006-02-02,0001104659-06-005423,a06-3736_18k.htm,1,1,purchase price,ok
13,2969,2016-10-05,2017-04-03,8-K,2016-10-05,0001193125-16-731580,d184846d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,8-K,2016-10-27,0001193125-16-748785,d261517d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,10-K,2016-11-21,0001193125-16-773346,d271291d10k.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-01-06,0001193125-17-004169,d298814d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,10-Q,2017-01-27,0000002969-17-000010,apd-10qx31dec2016.htm,1,2,ip |technology,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-01-27,0000002969-17-000007,form8-k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-01-31,0001193125-17-025498,d315548d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-02-14,0001193125-17-042599,d341882d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-03-24,0001193125-17-094402,d365769d8k.htm,1,1,ip ,ok
13,2969,2016-10-05,2017-04-03,8-K,2017-03-31,0001193125-17-106086,d358253d8k.htm,1,1,ip ,ok
14,320193,2014-09-11,2015-03-10,8-K,2014-10-20,0001193125-14-376361,d806538d8k.htm,1,1,ip ,ok
14,320193,2014-09-11,2015-03-10,10-K,2014-10-27,0001193125-14-383437,d783162d10k.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
14,320193,2014-09-11,2015-03-10,8-K,2014-11-10,0001193125-14-406296,d816414d8k.htm,1,1,ip ,ok
14,320193,2014-09-11,2015-03-10,8-K,2015-01-27,0001193125-15-021857,d835619d8k.htm,1,1,ip ,ok
14,320193,2014-09-11,2015-03-10,10-Q,2015-01-28,0001193125-15-023697,d835533d10q.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
14,320193,2014-09-11,2015-03-10,8-K,2015-01-28,0001193125-15-023732,d835617d8k.htm,1,1,ip ,ok
14,320193,2014-09-11,2015-03-10,8-K,2015-02-09,0001193125-15-039270,d868302d8k.htm,1,1,ip ,ok
15,320193,2014-10-23,2015-04-21,10-K,2014-10-27,0001193125-14-383437,d783162d10k.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
15,320193,2014-10-23,2015-04-21,8-K,2014-11-10,0001193125-14-406296,d816414d8k.htm,1,1,ip ,ok
15,320193,2014-10-23,2015-04-21,8-K,2015-01-27,0001193125-15-021857,d835619d8k.htm,1,1,ip ,ok
15,320193,2014-10-23,2015-04-21,10-Q,2015-01-28,0001193125-15-023697,d835533d10q.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
15,320193,2014-10-23,2015-04-21,8-K,2015-01-28,0001193125-15-023732,d835617d8k.htm,1,1,ip ,ok
15,320193,2014-10-23,2015-04-21,8-K,2015-02-09,0001193125-15-039270,d868302d8k.htm,1,1,ip ,ok
15,320193,2014-10-23,2015-04-21,8-K,2015-03-13,0001104659-15-019336,a15-5624_18k.htm,1,1,ip ,ok
16,320193,2020-03-31,2020-09-27,8-K,2020-04-30,0000320193-20-000050,a8-kq220203282020.htm,1,1,ip ,ok
16,320193,2020-03-31,2020-09-27,10-Q,2020-05-01,0000320193-20-000052,a10-qq220203282020.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
16,320193,2020-03-31,2020-09-27,8-K,2020-05-11,0001193125-20-139112,d926511d8k.htm,1,1,ip ,ok
16,320193,2020-03-31,2020-09-27,8-K,2020-07-30,0000320193-20-000060,aapl-20200730.htm,1,1,ip ,ok
16,320193,2020-03-31,2020-09-27,10-Q,2020-07-31,0000320193-20-000062,aapl-20200627.htm,1,6,patent|intellectual property|ip |asset purchase|purchase price|consideration,ok
16,320193,2020-03-31,2020-09-27,8-K,2020-08-07,0001193125-20-213158,d49399d8k.htm,1,1,ip ,ok
16,320193,2020-03-31,2020-09-27,8-K,2020-08-20,0001193125-20-225672,d937363d8k.htm,1,1,ip ,ok
21,14707,2006-02-02,2006-08-01,10-K,2006-04-10,0000014707-06-000072,bws10k2005test.htm,1,5,intellectual property|ip |purchase price|consideration|technology,ok
21,14707,2006-02-02,2006-08-01,10-Q,2006-06-06,0000014707-06-000102,bws10q1q06.htm,1,4,intellectual property|ip |purchase price|consideration,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-05-14,0000723125-20-000047,mu-20200513.htm,1,1,technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-05-22,0000723125-20-000050,mu-20200522.htm,1,1,technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-05-27,0000723125-20-000053,mu-20200527.htm,1,1,technology,ok
22,723125,2020-05-13,2020-11-09,10-Q,2020-06-29,0000723125-20-000067,mu-20200528.htm,1,5,patent|intellectual property|ip |consideration|technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-06-29,0000723125-20-000063,mu-20200629.htm,1,1,technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-08-04,0001104659-20-090285,tm2026510-1_8k.htm,1,2,ip |technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-09-21,0000723125-20-000074,mu-20200921.htm,1,2,ip |technology,ok
22,723125,2020-05-13,2020-11-09,8-K,2020-09-29,0000723125-20-000079,mu-20200929.htm,1,1,technology,ok
22,723125,2020-05-13,2020-11-09,10-K,2020-10-19,0000723125-20-000082,mu-20200903.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
24,1178670,2012-09-06,2013-03-05,8-K,2012-09-25,0001193125-12-401893,d414783d8k.htm,1,1,ip ,ok
24,1178670,2012-09-06,2013-03-05,8-K,2012-09-26,0001193125-12-404094,d415976d8k.htm,1,3,patent|ip |technology,ok
24,1178670,2012-09-06,2013-03-05,8-K,2012-10-22,0001193125-12-430223,d425929d8k.htm,1,3,patent|ip |consideration,ok
24,1178670,2012-09-06,2013-03-05,10-Q,2012-11-05,0001193125-12-452123,d413615d10q.htm,1,7,patent|intellectual property|ip |purchase price|consideration|technology|assignment,ok
24,1178670,2012-09-06,2013-03-05,8-K,2012-11-13,0001193125-12-465787,d441138d8k.htm,1,4,patent|intellectual property|ip |technology,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-01-07,0001193125-13-004515,d462784d8k.htm,1,1,ip ,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-01-14,0001193125-13-011884,d466671d8k.htm,1,1,ip ,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-01-16,0001193125-13-014840,d467330d8k.htm,1,1,ip ,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-01-16,0001193125-13-013813,d468939d8k.htm,1,1,ip ,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-02-04,0001193125-13-036666,d477376d8k.htm,1,3,patent|ip |consideration,ok
24,1178670,2012-09-06,2013-03-05,8-K,2013-02-14,0001193125-13-060461,d487564d8k.htm,1,2,ip |consideration,ok
24,1178670,2012-09-06,2013-03-05,10-K,2013-02-19,0001193125-13-065475,d440212d10k.htm,1,7,patent|intellectual property|ip |purchase price|consideration|technology|assignment,ok
26,856982,2008-12-10,2009-06-08,8-K,2008-12-18,0001104659-08-077270,a08-30672_18k.htm,1,1,ip ,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-01-07,0001104659-09-000922,a09-2534_18k.htm,1,2,ip |assignment,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-02-05,0001104659-09-006870,a09-4776_18k.htm,1,1,ip ,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-02-20,0001104659-09-011134,a09-6055_18k.htm,1,2,asset purchase|technology,ok
26,856982,2008-12-10,2009-06-08,10-K,2009-03-04,0001104659-09-014223,a09-1365_110k.htm,1,8,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology|assignment,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-03-16,0001104659-09-017964,a09-1365_28k.htm,1,2,asset purchase|technology,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-04-28,0001104659-09-026743,a09-11816_18k.htm,1,1,ip ,ok
26,856982,2008-12-10,2009-06-08,10-Q,2009-05-08,0001104659-09-030899,a09-11088_110q.htm,1,5,patent|ip |asset purchase|purchase price|technology,ok
26,856982,2008-12-10,2009-06-08,8-K,2009-06-08,0001104659-09-037246,a09-14989_18k.htm,1,3,intellectual property|asset purchase|technology,ok
27,1018724,2004-05-12,2004-11-08,8-K,2004-07-01,0001193125-04-112357,d8k.htm,1,1,ip ,ok
27,1018724,2004-05-12,2004-11-08,8-K,2004-07-22,0001193125-04-122852,d8k.htm,1,1,ip ,ok
27,1018724,2004-05-12,2004-11-08,10-Q,2004-07-23,0001193125-04-123102,d10q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
27,1018724,2004-05-12,2004-11-08,8-K,2004-08-19,0001193125-04-143496,d8k.htm,1,1,ip ,ok
27,1018724,2004-05-12,2004-11-08,8-K,2004-09-08,0001193125-04-153061,d8k.htm,1,1,ip ,ok
27,1018724,2004-05-12,2004-11-08,8-K,2004-10-21,0001193125-04-175479,d8k.htm,1,1,ip ,ok
27,1018724,2004-05-12,2004-11-08,10-Q,2004-10-22,0001193125-04-176356,d10q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
28,4962,2013-12-24,2014-06-22,8-K,2013-12-24,0001140361-13-047448,axp8k.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-01-15,0000004962-14-000005,creditstatjan15.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-01-16,0000004962-14-000007,form8k.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-02-18,0000004962-14-000012,creditstat214.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,10-K,2014-02-25,0001193125-14-066777,d656045d10k.htm,1,5,patent|intellectual property|ip |consideration|technology,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-03-17,0000004962-14-000021,jvsigning.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-03-17,0000004962-14-000019,creditstatmar172013.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-03-26,0000004962-14-000027,ccar.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-04-15,0000004962-14-000029,creditstats.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-04-16,0000004962-14-000031,wrap.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,10-Q,2014-04-29,0001193125-14-167067,d714342d10q.htm,1,4,ip |purchase price|consideration|technology,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-05-13,0000004962-14-000041,meetingresultanddividend.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-05-15,0000004962-14-000043,creditstatsmay15.htm,1,1,ip ,ok
28,4962,2013-12-24,2014-06-22,8-K,2014-06-16,0000004962-14-000047,creditstatjune16.htm,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-07-20,0000004962-07-000035,nandan_sheth.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-07-23,0000004962-07-000037,ewrapjuly07.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-08-02,0000004962-07-000039,wrapaug07fcm.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-08-03,0001104659-07-058662,a07-21089_18k.htm,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,10-Q,2007-08-07,0001104659-07-059503,a07-19301_110q.htm,1,4,intellectual property|ip |consideration|technology,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-08-07,0001104659-07-059276,a07-21089_28k.htm,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-09-18,0000004962-07-000043,aebpressrelease8k.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-10-12,0000004962-07-000046,cfo8koct07.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-10-22,0000004962-07-000049,wrapearnings_oct07.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-11-01,0001104659-07-078839,a07-27507_18k.htm,1,1,consideration,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-11-08,0000004962-07-000053,visasettlement.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,10-Q,2007-11-09,0001104659-07-081852,a07-28534_110q.htm,1,4,intellectual property|ip |consideration|technology,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-11-14,0000004962-07-000055,merrill_presentationwrap.txt,1,1,ip ,ok
29,4962,2007-07-19,2008-01-15,8-K,2007-12-05,0001104659-07-086911,a07-30634_18k.htm,1,2,ip |consideration,ok
29,4962,2007-07-19,2008-01-15,8-K,2008-01-10,0000004962-08-000001,jan10_8k.txt,1,1,ip ,ok
30,856982,2003-04-15,2003-10-12,8-K,2003-04-23,0000931731-03-000124,mmsi-1q8k.txt,1,2,ip |technology,ok
30,856982,2003-04-15,2003-10-12,10-Q,2003-05-12,0000931731-03-000147,mmsi-10q033103.txt,1,4,patent|intellectual property|ip |technology,ok
30,856982,2003-04-15,2003-10-12,8-K,2003-07-03,0000931731-03-000226,mmsi-8k070203.txt,1,2,ip |technology,ok
30,856982,2003-04-15,2003-10-12,8-K,2003-07-23,0000931731-03-000252,merit-8k072303.txt,1,2,ip |technology,ok
30,856982,2003-04-15,2003-10-12,10-Q,2003-08-11,0000931731-03-000267,mmsi-10q2q03.txt,1,5,patent|intellectual property|ip |consideration|technology,ok
31,1122904,2018-09-19,2019-03-18,8-K,2018-10-25,0001122904-18-000261,ntgr20181025-8k.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,10-Q,2018-11-02,0001122904-18-000269,ntgr20180930-10xq.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
31,1122904,2018-09-19,2019-03-18,8-K,2018-11-21,0001122904-18-000275,ntgr20181121-8kbonusesfora.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,8-K,2018-11-29,0001122904-18-000281,ntgr20181128-8kboardapprov.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,8-K,2018-12-18,0001122904-18-000292,ntgr20181218-8kdistributio.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,8-K,2019-01-02,0001122904-19-000004,ntgr20190107-8kspinproforma.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,8-K,2019-02-06,0001122904-19-000035,ntgr20190206-form8xk.htm,1,1,ip ,ok
31,1122904,2018-09-19,2019-03-18,10-K,2019-02-22,0001122904-19-000060,ntgr20181231-10k.htm,1,7,patent|intellectual property|ip |asset purchase|purchase price|consideration|technology,ok
31,1122904,2018-09-19,2019-03-18,8-K,2019-02-27,0001122904-19-000064,ntgr201902278-knewboardmem.htm,1,1,ip ,ok
33,1047127,2018-10-03,2019-04-01,8-K,2018-10-29,0001047127-18-000038,amkr93018earningsrelease8-k.htm,1,2,ip |technology,ok
33,1047127,2018-10-03,2019-04-01,10-Q,2018-11-02,0001047127-18-000041,amkr9301810q.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
33,1047127,2018-10-03,2019-04-01,8-K,2019-02-11,0001047127-19-000004,amkr123118earningsrelease8.htm,1,2,ip |technology,ok
33,1047127,2018-10-03,2019-04-01,10-K,2019-02-22,0001047127-19-000007,amkr12311810k.htm,1,6,patent|intellectual property|ip |purchase price|consideration|technology,ok
33,1047127,2018-10-03,2019-04-01,8-K,2019-03-12,0001047127-19-000009,a8k525mnotesdue2027launch.htm,1,2,ip |technology,ok
33,1047127,2018-10-03,2019-04-01,8-K,2019-03-14,0001047127-19-000011,a8k525mnotesdue2027pricing.htm,1,2,ip |technology,ok
33,1047127,2018-10-03,2019-04-01,8-K,2019-03-15,0001193125-19-076193,d712238d8k.htm,1,2,ip |technology,ok
34,1047127,2019-08-21,2020-02-17,8-K,2019-10-28,0001047127-19-000038,amkr-20191028.htm,1,2,ip |technology,ok
34,1047127,2019-08-21,2020-02-17,10-Q,2019-10-31,0001047127-19-000041,amkr-20190930.htm,1,5,patent|intellectual property|ip |consideration|technology,ok
34,1047127,2019-08-21,2020-02-17,8-K,2019-12-26,0001193125-19-323503,d841984d8k.htm,1,2,ip |technology,ok
34,1047127,2019-08-21,2020-02-17,8-K,2020-02-10,0001047127-20-000003,amkr123119er8-k.htm,1,2,ip |technology,ok
35,1047127,2019-08-21,2020-02-17,8-K,2019-10-28,0001047127-19-000038,amkr-20191028.htm,1,2,ip |technology,ok
35,1047127,2019-08-21,2020-02-17,10-Q,2019-10-31,0001047127-19-000041,amkr-20190930.htm,1,5,patent|intellectual property|ip |consideration|technology,ok
