or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik
MOON JOOHEE,SK TELECOM CO LTD,2013-06-03,31,,1015650.0
MOON SANGCHUL,LG ELECTRONICS INC,2015-12-29,31,,2058873.0
MOON SUNG HO,LG ELECTRONICS INC,2012-05-03,24,,2058873.0
MOORE WILLIAM K,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,,932021.0
MORRISON KAREN JANE MEYRICK,AGENSYS INC,2002-05-06,35,,924383.0
MORRISON ROBERT KENDALL,AGENSYS INC,2002-05-06,34,,924383.0
MORTON PHILIP G,DAYTON TECHNOLOGIES INC,2000-04-06,27,,1321834.0
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-07-31,24,68505.0,
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-11-29,50,68505.0,
MUHAMMAD MUJAHID,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-18,21,,51143.0
MULLEN JEFFREY D,DYNAMICS INC,2008-12-18,57,,1022671.0
MURPHY ANDREW J,REGENERON PHARMACEUTICALS INC,2013-05-07,27,,872589.0
MUSTEK SYSTEMS INC,TRANSPACIFIC OPTICS LLC,2005-12-02,20,807863.0,
MYRIAD GENETICS INC,MYRIAD PHARMACEUTICALS INC,2009-06-30,45,899923.0,1691082.0
MYRIAD PHARMACEUTICALS INC,MYRIAD GENETICS INC,2003-08-05,30,1691082.0,899923.0
NALCO COMPANY LLC,ECOLAB USA INC,2017-02-27,77,,31462.0
NAM BOHYUN,LG ELECTRONICS INC,2017-04-04,33,,2058873.0
NANOSET LLC,BIOPHAN TECHNOLOGIES INC,2008-02-15,52,,1321834.0
NATARAJAN CHANDRASHEKAR,WALMART STORES INC,2015-11-14,21,,104169.0
NATIONAL INSTITUTE FOR STRATEGIC TECHNOLOGY ACQUISITION AND COMMERCIALIZATION,FORD GLOBAL TECHNOLOGIES LLC,2006-04-05,25,,932021.0
NATIONAL SEMICONDUCTOR CORPORATION,ADVANCED MICRO DEVICES INC,2003-08-21,35,,2488.0
NATIONAL SEMICONDUCTOR CORPORATION BY JOHN M CLARK III SR VP AND SECRETARY,ADVANCED MICRO DEVICES INC,2003-08-21,54,,2488.0
NEALE PAUL V,DEXCOM INC,2005-03-09,41,,1093557.0
NEOCERA INC,NEOCERA LLC,2006-11-16,23,1756180.0,
NETHONGKOME BENJAMIN,NIKE INC,2022-01-04,34,,320187.0
NETWORKS ASSOCIATES TECHNOLOGY INC,MCAFEE INC,2004-11-19,30,1779474.0,
NEUROGEN CORPORATION,NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,2009-02-26,20,,1940941.0
NEWSON MARC A,APPLE INC,2015-02-02,25,,320193.0
NEXSTAR PHARMACEUTICALS INC,GILEAD SCIENCES INC,2001-01-23,54,1691082.0,882095.0
NG PUI YEE,FORMA THERAPEUTICS INC,2016-02-23,20,,1001316.0
NISHIBORI SHIN,APPLE COMPUTER INC,2005-10-19,22,,320193.0
NISHIBORI SHIN,APPLE INC,2007-12-13,35,,320193.0
NOGUCHI JUNPEI,HONDA MOTOR CO LTD,2021-05-10,30,,715153.0
NOKIA SOLUTIONS AND NETWORKS OY,WIRELESS FUTURE TECHNOLOGIES INC,2014-06-24,29,,1321834.0
NORAIR JOHN PETER,BLACKBIRD TECHNOLOGY HOLDINGS INC,2012-02-28,21,,1779474.0
NORCOTT MAURICE H,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,37,,51143.0
NORTH INC,GOOGLE LLC,2020-09-16,33,1093672.0,
NOVAMAX TECHNOLOGIES INC,HENKEL KOMMANDITGESELLSCHAFT AUF AKTIEN HENKEL KGAA,1996-12-31,25,1321834.0,
NOVARTIS AG,GLAXOSMITHKLINE BIOLOGICALS SA,2016-06-15,108,1114448.0,
NOVARTIS AG,NOVARTIS TIERGESUNDHEIT AG,2015-01-01,25,1114448.0,1114448.0
NOVARTIS AG,SYNGENTA PARTICIPATION AG,2004-03-04,26,1114448.0,
NOVARTIS AG,SYNGENTA PARTICIPATIONS AG,2004-11-05,20,1114448.0,
NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,NOVARTIS AG,2015-03-30,28,1940941.0,1114448.0
NOVARTIS PHARMA AG,NOVARTIS AG,2009-01-19,50,1114448.0,1114448.0
NOVO NORDISK AS,NOVO NORDISK HEALTHCARE AG,2005-01-27,34,353278.0,
NOVO NORDISK AS,TRANSTECH PHARMA INC,2009-03-16,22,353278.0,
NOVOZYMES AS,NOVOZYMES ADENIUM BIOTECH AS,2009-12-22,28,1131345.0,
NUMERICAL TECHNOLOGIES INC,SYNOPSYS MERGER HOLDINGS LLC,2009-12-16,73,1321834.0,
OGG RANDY GENE,ENCELL TECHNOLOGY INC,2014-10-27,24,,1779474.0
OH HYEN O,LG ELECTRONICS INC,2006-12-01,20,,2058873.0
OHKUBO SHUN,DAIKIN INDUSTRIES LTD,2020-08-24,20,,1446519.0
OMNIPOINT CORPORATION,OMNIPOINT TECHNOLOGIES INC,2000-06-26,132,,1321834.0
OPKO HEALTH INC,OPKO RENAL LLC,2013-12-31,24,944809.0,
OPTISOLAR INC,OPTISOLAR TECHNOLOGIES INC,2009-04-03,21,,1321834.0
ORALEVICH MICHAEL SHAMAI,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,20,,4962.0
ORANGE SA,DOLBY INTERNATIONAL AB,2014-09-03,23,1038143.0,
ORBOT INSTRUMENTS LIMITED,APPLIED MATERIALS INC,2000-05-12,61,,6951.0
OWENSCORNING FIBERGLAS TECHNOLOGY INC,OCV INTELLECTUAL CAPITAL LLC,2008-11-21,22,1779474.0,
PAIS GODWIN,ACHILLION PHARMACEUTICALS INC,2016-03-11,24,,1691082.0
PALURI SEETHAL,LG ELECTRONICS INC,2022-01-04,33,,2058873.0
PAN MATTEUS,DROPBOX INC,2016-02-19,22,,1467623.0
PANG HEE SUK,LG ELECTRONICS INC,2006-12-01,20,,2058873.0
PANI AYAS,CISCO TECHNOLOGY INC,2017-08-21,22,,1779474.0
PARK CHONGYOUNG,LG ELECTRONICS INC,2021-03-30,39,,2058873.0
PARK HONGKYU,LG ELECTRONICS INC,2020-01-07,27,,2058873.0
PARK JONGHYUN,LG ELECTRONICS INC,2018-09-11,30,,2058873.0
PARK JOONYOUNG,LG ELECTRONICS INC,2014-04-25,36,,2058873.0
PARK KYUSUH,LG ELECTRONICS INC,2019-12-04,20,,2058873.0
PARK KYUTAE,LG ELECTRONICS INC,2020-02-07,37,,2058873.0
PARK SOJIN,LG ELECTRONICS INC,2019-08-20,21,,2058873.0
PARK SUNGJUN,LG ELECTRONICS INC,2009-07-28,25,,2058873.0
PARK SUNHA,LG ELECTRONICS INC,2016-12-01,25,,2058873.0
PARK SUNHA,LG ELECTRONICS INC,2017-07-01,33,,2058873.0
PARK TAE JIN,LG ELECTRONICS INC,2004-09-14,35,,2058873.0
PARK YOUNGCHOON,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-26,25,,200406.0
PARKER KENNY RANDOLPH,EASTMAN CHEMICAL COMPANY,2019-09-19,33,,915389.0
PATRICK PAUL B,BEA SYSTEMS INC,2005-08-07,26,,1352010.0
PATTERSON WAYNE,TILE INC,2016-10-27,21,,1552800.0
PAULSON ERIK S,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-25,20,,200406.0
PAYAN DONALD,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
PELIKAN TECHNOLOGIES INC,SANOFIAVENTIS DEUTSCHLAND GMBH,2012-01-31,39,1321834.0,
PENT TECHNOLOGIES INC,GROUP DEKKO INC,2007-12-31,21,1437424.0,
PEREG YARON,BIOLINERX LTD,2016-06-28,20,,1498403.0
PETERSON GORDON JAY,STEELCASE INC,2012-10-26,21,,1050825.0
PETISCE JAMES R,DEXCOM INC,2005-03-08,20,,1093557.0
PETRENKA DYLAN,NIKE INC,2019-06-25,28,,320187.0
PETRIE JASON G,NIKE INC,2021-01-11,24,,320187.0
PFIZER INC,BEND RESEARCH INC,2008-11-03,42,78003.0,
PFIZER PRODUCTS INC,BEND RESEARCH INC,2008-11-04,42,78003.0,
PHADKE AVINASH S,ACHILLION PHARMACEUTICALS INC,2016-03-11,22,,1691082.0
PHELAN ROBERT E,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,23,,4962.0
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2018-09-11,28,,932021.0
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,,932021.0
PINCHOT JAMES M,JMP INDUSTRIES INC,2007-03-20,29,,72162.0
PING ERXUAN,CHANGXIN MEMORY TECHNOLOGIES INC,2021-04-14,24,,1321834.0
PL INDUSTRIES INC,CRIMSON TRACE CORPORATION,2019-01-09,38,72162.0,
PLATTO GORDON,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,,932021.0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2017-03-10,21,,932021.0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,58,,932021.0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,,932021.0
PODGURNY LEONARD JOHN,CANADIAN NATIONAL RAILWAY COMPANY,2002-07-17,21,,16868.0
PONTON RICHARD A,CORNERSTONE CM INC,2014-11-11,21,,814083.0
POOLE MICHAEL STEPHEN,HYPERFINE RESEARCH INC,2018-09-10,22,,1833769.0
PORTER BRANDON WILLIAM,AMAZON TECHNOLOGIES INC,2014-12-23,20,,1321834.0
PORTER DAVID SCOTT,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0
POWERWAVE TECHNOLOGIES INC,PWAVE HOLDINGS LLC,2013-05-22,27,1321834.0,
PRAHLAD ANAND,COMMVAULT SYSTEMS INC,2008-05-16,32,,1169561.0
PRIME VIEW INTERNATIONAL CO LTD,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-03,38,1940941.0,1321834.0
PRIMESENSE LTD,APPLE INC,2014-08-28,54,,320193.0
PRINCE MATTHEW BROWNING,CLOUDFLARE INC,2010-11-04,23,,1477333.0
PRIVATE EQUITY MANAGEMENT GROUP FINANCIAL CORPORATION,IGT,2009-01-16,116,1725033.0,
PROUD JAMES,HELLO INC,2013-10-11,36,,1610601.0
PROVENTIV THERAPEUTICS LLC,OPKO HEALTH INC,2013-12-31,24,,944809.0
PRUITT JOHN DALLAS,NOVARTIS AG,2011-08-08,23,,1114448.0
PSC INC,SYMBOL TECHNOLOGIES INC,2000-10-01,31,,1321834.0
PUGH RANDALL B,JOHNSON JOHNSON VISION CARE INC,2013-04-19,25,,200406.0
QLOGIC CORPORATION,MARVELL INTERNATIONAL LTD,2005-11-04,31,,1940941.0
QUALCOMM FLARION TECHNOLOGIES INC,QUALCOMM INCORPORATED,2007-04-19,26,1321834.0,
QUALCOMM INCORPORATED,QUALCOMM MEMS TECHNOLOGIES INC,2008-02-22,26,,1321834.0
QUICKSILVER TECHNOLOGY INC,TECHFARM VENTURES MANAGEMENT LLC,2005-10-13,22,1779474.0,
QUINN CHERYL L,ATYR PHARMA INC,2013-07-22,36,,1339970.0
QUINTANA MELODY,TILE INC,2016-10-28,21,,1552800.0
RABINOWITZ MATTHEW,NATERA INC,2015-04-16,33,,1604821.0
RADEUM INC,FREELINC TECHNOLOGIES INC,2016-03-04,24,,1321834.0
RAINDANCE TECHNOLOGIES INC,BIORAD LABORATORIES INC,2019-05-03,26,1321834.0,12208.0
RAITANO ARTHUR B,AGENSYS INC,2002-05-06,50,,924383.0
RAMBUS INC,HEFEI RELIANCE MEMORY LIMITED,2018-05-04,43,917273.0,
RAMESH VIJAY S,MICRON TECHNOLOGY INC,2021-07-29,23,,723125.0
RAO RAMAN K,IP HOLDINGS INC,2008-02-22,44,,1681206.0
RAO SANJAY K,IP HOLDINGS INC,2008-02-22,33,,1681206.0
RAO SUNIL K,IP HOLDINGS INC,2008-02-22,43,,1681206.0
RAWLES LLC,AMAZON TECHNOLOGIES INC,2015-11-06,60,,1321834.0
REARICK TODD,HYPERFINE RESEARCH INC,2015-10-27,25,,1833769.0
RECIO RENATO JOHN,INTERNATIONAL BUSINESS MACHINES CORPORATION,2005-02-22,23,,51143.0
REED DENNIS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2013-01-10,33,,932021.0
REILEY MARK,TOTAL FACET TECHNOLOGIES INC,2001-02-16,32,,1321834.0
REN WEIMING,HERMES MICROVISION INC,2016-12-21,23,,65770.0
RESCH JASON K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2017-11-27,24,,51143.0
RESCH JASON K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2017-12-11,25,,51143.0
RICHARDS JONATHAN P,CORNERSTONE CM INC,2014-11-11,21,,814083.0
RIGHETTI NICCOLO,MICRON TECHNOLOGY INC,2020-12-30,21,,723125.0
RINGCENTRAL IP HOLDINGS INC,RINGCENTRAL INC,2020-07-02,209,1384905.0,1384905.0
RINGCENTRAL IP HOLDINGS INC,RINGCENTRAL INC,2022-01-06,186,1384905.0,1384905.0
RIVERSTONE NETWORKS INC,LUCENT TECHNOLOGIES INC,2006-04-27,35,,1726079.0
RIVIAN AUTOMOTIVE INC,RIVIAN IP HOLDINGS LLC,2019-05-13,21,1874178.0,
RIVIAN AUTOMOTIVE LLC,RIVIAN AUTOMOTIVE INC,2019-05-13,21,,1874178.0
ROACH MICHAEL T,PIONEER HIBRED INTERNATIONAL INC,2010-04-20,20,,105319.0
ROACH MICHAEL T,PIONEER HIBRED INTERNATIONAL INC,2012-02-09,23,,105319.0
ROBERTSON CHRISTIAN,TMOBILE USA INC,2009-05-08,23,,1283699.0
ROBINSON CHARLES,DOLBY LABORATORIES LICENSING CORPORATION,2012-05-03,22,,1308547.0
ROCKSTAR BIDCO LP,APPLE,2012-05-11,73,,320193.0
ROCKSTAR BIDCO LP,APPLE INC,2012-05-11,1131,,320193.0
ROGER RODOLFO,BAXTER INTERNATIONAL INC,2005-01-26,28,,10456.0
ROGMAN KEITH,FORD GLOBAL TECHNOLOGIES LLC,2017-10-24,30,,932021.0
ROHRBACH MATTHEW DEAN,APPLE COMPUTER INC,2005-10-18,22,,320193.0
ROHRBACH MATTHEW DEAN,APPLE INC,2007-12-13,35,,320193.0
ROHRBACH MATTHEW DEAN,APPLE INC,2014-12-08,21,,320193.0
ROHRBACH MATTHEW DEAN,APPLE INC,2015-01-26,39,,320193.0
ROSETTA INPHARMATICS LLC,MERCK CO INC,2009-06-25,23,,310158.0
ROSINKO MICHAEL J,BETA BIONICS INC,2020-09-25,22,,1674632.0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2013-07-17,21,,1321834.0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2014-01-22,22,,1321834.0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2014-09-10,20,,1321834.0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2015-04-15,26,,1321834.0
ROTHBERG JONATHAN M,BUTTERFLY NETWORK INC,2017-11-02,21,,1804176.0
ROTHBERG JONATHAN M,HYPERFINE RESEARCH INC,2015-10-28,26,,1833769.0
ROWLEY MATTHEW DAVID,MICRON TECHNOLOGY INC,2018-03-16,20,,723125.0
RUDNITSKAYA ALEKSANDRA,FORMA THERAPEUTICS INC,2016-02-23,20,,1001316.0
RUSSELLCLARKE PETER,APPLE INC,2007-12-13,35,,320193.0
RUSSELLCLARKE PETER,APPLE INC,2014-12-08,21,,320193.0
RUSSELLCLARKE PETER,APPLE INC,2015-01-23,38,,320193.0
RUSSELLCLARKE PETER,APPLE INC,2020-07-01,20,,320193.0
RUTERMAN JON KEVIN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-20,23,,4962.0
RYU INHWAN,LG ELECTRONICS INC,2016-12-29,25,,2058873.0
SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES BV,2020-11-25,26,932021.0,932021.0
SACHETI SANDEEP K,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0
SAGEM SA,JOHNSON CONTROLS AUTOMOTIVE ELECTRONICS,2002-10-07,34,,200406.0
SAINT SEAN,DEXCOM INC,2005-03-08,33,,1093557.0
SAKARYA ONUR,NATERA INC,2015-04-17,32,,1604821.0
SALAPURA VALENTINA,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,,51143.0
SALIX PHARMACEUTICALS LTD,SALIX PHARMACEUTICALS INC,2018-11-14,34,2007191.0,1691082.0
SALOW GLEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-10-08,36,,4962.0
SAMSUNG ELECTRONICS CO LTD,SAMSUNG DISPLAY CO LTD,2012-09-04,99,,1290109.0
SAMSUNG SDI CO LTD,SAMSUNG MOBILE DISPLAY CO LTD,2008-12-10,39,,1290109.0
SANCHEZ NEVADA J,BUTTERFLY NETWORK INC,2014-03-27,24,,1804176.0
SANDERS MARTIN E,IO THERAPEUTICS INC,2017-05-05,27,,1840233.0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2011-04-04,1782,,1321834.0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2012-03-14,21,,1321834.0
SANDISK TECHNOLOGIES LLC,WESTERN DIGITAL TECHNOLOGIES INC,2017-03-28,29,,1321834.0
SANTOSUOSSO JOHN M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-25,20,,51143.0
SARIDAKIS GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2018-10-01,29,,932021.0
SATZGER DOUGLAS B,APPLE COMPUTER INC,2005-10-18,22,,320193.0
SATZGER DOUGLAS B,APPLE INC,2007-12-21,34,,320193.0
SAUNDERS LAURA,STEM CENTRX INC,2013-02-22,32,,1758766.0
SAYRE PAUL BARNHART III,AMAZON TECHNOLOGIES INC,2014-08-14,22,,1321834.0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,1999-01-28,20,,1023024.0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,2000-10-02,21,,1023024.0
SCHER ERIK C,SILURIA TECHNOLOGIES INC,2015-07-15,22,,1321834.0
SCHOOLCRAFT BRIAN,ALLISON TRANSMISSION INC,2015-04-17,23,,1411207.0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SAIC GEMINI INC,2013-09-27,25,1571123.0,
SEAGATE TECHNOLOGY INC,SEAGATE REMOVABLE STORAGE SOLUTIONS LLC,2000-06-30,25,1779474.0,
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-28,869,1779474.0,1137789.0
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-30,57,1779474.0,1137789.0
SEID CALVIN Q,APPLE COMPUTER INC,2005-10-19,21,,320193.0
SELLA GUY,SOLAREDGE TECHNOLOGIES LTD,2020-01-28,20,,1419612.0
SEO DONGYOUN,LG ELECTRONICS INC,2013-02-28,27,,2058873.0
SEO HANBYUL,LG ELECTRONICS INC,2015-01-13,23,,2058873.0
SEOK YONGHO,LG ELECTRONICS INC,2014-11-11,21,,2058873.0
SEONG JEASEOK,LG ELECTRONICS INC,2013-07-22,20,,2058873.0
SEONG JEASEOK,LG ELECTRONICS INC,2017-03-10,29,,2058873.0
SHAFER RYAN JAMES,BECTON DICKINSON AND COMPANY,2012-05-16,20,,10795.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2014-12-08,21,,320193.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2015-01-19,36,,320193.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2020-07-02,20,,320193.0
SHAH SHILPA R,TMOBILE USA INC,2009-05-06,23,,1283699.0
SHAO HUI,STEM CENTRX INC,2013-02-22,32,,1758766.0
SHARIFI MEHR NIMA,AMAZON TECHNOLOGIES INC,2015-09-28,22,,1321834.0
SHARP CORPORATION,KONINKLIJKE PHILIPS NV,2015-09-30,31,,313216.0
SHARPE RICHARD JAMES,NUTANIX INC,2017-01-31,23,,1618732.0
SHEARER ROBERT A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-31,26,,51143.0
SHENZHEN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO LTD,SHENZHEN CHINA STAR OPTOELECTRONICS SEMICONDUCTOR DISPLAY TECHNOLOGY CO LTD,2017-09-18,24,,1290109.0
SHIH DAYUAN,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,34,,51143.0
SHIN JONGYOUN,LG ELECTRONICS INC,2016-12-01,25,,2058873.0
SHIRE HUMAN GENETIC THERAPIES INC,RANA THERAPEUTICS INC,2016-12-19,52,,1442836.0
SHRIVASTAVA DHAIRYA,VIEW INC,2016-05-10,21,,1865429.0
SIBSON DUNCAN,GLOBUS MEDICAL INC,2009-06-01,31,,1237831.0
SIGURJONSSON STYRMIR,NATERA INC,2015-04-17,33,,1604821.0
SILICON GRAPHICS INC,SILICON GRAPHICS INTERNATIONAL INC,2009-05-08,54,,105319.0
SILICON GRAPHICS INTERNATIONAL CORP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2017-05-01,32,,1645590.0
SILVANTO MIKAEL,APPLE INC,2014-12-08,21,,320193.0
SILVANTO MIKAEL,APPLE INC,2015-01-19,39,,320193.0
SILVER PEAK SYSTEMS INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2021-10-27,174,,1645590.0
SIMONS WAYNE K,PACCAR INC,2005-09-09,22,,75362.0
SIMPSON PETER C,DEXCOM INC,2013-05-21,23,,1093557.0
SINGH ABHISHEK RANJAN,CISCO TECHNOLOGY INC,2016-07-11,21,,1779474.0
SINGH RAJINDER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
SINHA SUDHI R,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-10-02,25,,200406.0
SINHAROY BALARAM,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,25,,51143.0
SIRF TECHNOLOGY HOLDINGS INC,SIRF TECHNOLOGY INC,2002-06-20,20,1779474.0,1126741.0
SISLER CHRISTINE J,PEPSICO INC,2012-03-05,20,,77476.0
SKYLER TECHNOLOGY INC,ROBERT T AND VIRGINIA T JENKINS AS TRUSTEES OF THE JENKINS FAMILY TRUST DATED FEB 8 2002,2010-01-12,30,1819974.0,
SLEGEL TIMOTHY J,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,,51143.0
SMALL JESSICA,NIKE INC,2019-12-19,26,,320187.0
SMITH BRUCE M,STEELCASE INC,2012-10-15,23,,1050825.0
SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE,AFFINIUM PHARMACEUTICALS INC,2002-12-18,20,,1388320.0
SMITHS MEDICAL ASD INC,TANDEM DIABETES CARE INC,2012-07-16,21,,1438133.0
SNAP APPLIANCE INC,ADAPTEC INC,2004-09-29,20,1564408.0,
SNAPCHAT INC,SNAP INC,2016-09-23,260,,1564408.0
SOLARBRIDGE TECHNOLOGIES INC,SUNPOWER CORPORATION,2014-12-18,20,1419612.0,
SOLARFLARE COMMUNICATIONS INC,MARVELL INTERNATIONAL LTD,2011-04-18,30,,1940941.0
SON NERRY,LG ELECTRONICS INC,2019-08-19,21,,2058873.0
SON SUNGGYUN,LG ELECTRONICS INC,2021-03-30,42,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-08-14,29,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-13,24,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-20,41,,2058873.0
SONG JINHAN,SK TELECOM CO LTD,2013-03-15,22,,1015650.0
SONG WON GYU,LG ELECTRONICS INC,2006-09-29,23,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2007-07-04,32,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2007-07-26,30,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2008-08-26,50,,2058873.0
SPX FITNESS INC,LAGREE TECHNOLOGIES INC,2016-10-24,58,,1321834.0
SRC VISION INC,KEY TECHNOLOGY INC,2000-11-30,21,,1779474.0
ST LOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-01-17,21,,110471.0
STAMPER ANTHONY K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-02-03,25,,51143.0
STANFORD SURGICAL TECHNOLOGIES INC,HEARTPORT INC,1995-07-14,25,1321834.0,
STANTON SHAWN CHRISTOPHER,THOMASVILLE FURNITURE INDUSTRIES INC,2003-04-16,23,,72162.0
STEELCASE INC,STEELCASE DEVELOPMENT INC,1999-07-01,50,1050825.0,1050825.0
STEELCASE INC A CORP OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORP OF MICHIGAN,1999-07-01,23,1050825.0,1050825.0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC,1999-07-01,21,1050825.0,1050825.0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORPORATION OF MICHIGAN,1999-07-01,41,1050825.0,1050825.0
STEINKE GUSTAV J,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,27,,105319.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-07-17,36,,110471.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-01-10,21,,110471.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-07-24,23,,110471.0
STMICROELECTRONICS SRL FORMERLY KNOWN AS SGSTHOMSON MICROELECTRONICS SRL,MICRON TECHNOLOGY INC,2012-05-23,24,932787.0,723125.0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0
STREIT LEON G,PIONEER HIBRED INTERNATIONAL INC,2010-04-19,24,,105319.0
STRINGER CHRISTOPHER J,APPLE COMPUTER INC,2005-10-18,22,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2007-12-17,35,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2014-12-08,21,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2015-01-19,38,,320193.0
STULL ROBERT A,STEM CENTRX INC,2013-02-22,32,,1758766.0
SUBRAMANIAN ROMESH R,DYNE THERAPEUTICS INC,2019-08-28,20,,1818794.0
SUGARSYNC INC,DROPBOX INC,2014-10-14,20,,1467623.0
SUH JONG YEUL,LG ELECTRONICS INC,2008-08-14,31,,2058873.0
SUH JONG YEUL,LG ELECTRONICS INC,2008-10-20,27,,2058873.0
SUN WORLD INTERNATIONAL INC,SUN WORLD INTERNATIONAL LLC,2005-02-25,40,105319.0,
SUNG EUNJI,LG ELECTRONICS INC,2017-04-25,25,,2058873.0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0
SYNERGY PHARMACEUTICALS INC,BAUSCH HEALTH IRELAND LIMITED,2019-03-04,28,1691082.0,
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,TSMC SOLID STATE LIGHTING LTD,2012-03-01,128,1046179.0,
TALASAZ AMIRALI,GUARDANT HEALTH INC,2014-07-02,22,,1576280.0
TAN SUNGHO,APPLE INC,2020-07-27,20,,320193.0
TANT SEAN,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,,932021.0
TAVARES FRANCIS XAVIER,G1 THERAPEUTICS INC,2014-03-12,22,,1001316.0
