permno,cik
53648,0000316117
53727,0000063271
53751,0000097579
53786,0000014827
53831,0000018532
53858,0000036161
53874,0000083570
54114,0000066382
54122,0000066388
54148,0000822416
54164,0000011975
54173,0000703769
54181,0000066479
54253,0000066570
54340,0000043287
54360,0000714921
54392,0000798286
54412,0000089498
54498,0000082050
54519,0000011440
54528,0000724967
54536,0000066995
54543,0000201944
54579,0000067099
54594,0000001750
54674,0000051519
54675,0000067279
54704,0000067347
54754,0000038195
54755,0000319319
54770,0000044471
54771,0000719598
54797,0000350750
54798,0000702131
54819,0000729069
54827,0000067472
54949,0001138375
54966,0000067607
55001,0000099780
55028,0000032368
55044,0000012180
55060,0000092827
55079,0000763739
55108,0001001606
55116,0000015245
55125,0000067975
55133,0000068013
55160,0000062262
55191,0000311995
55204,0000790650
55212,0000088205
55213,0000068270
55256,0000068412
55335,0001057145
55351,0000092344
55386,0000033116
55466,0000743239
55467,0000068726
55511,0001108426
55546,0000065358
55547,0000357203
55597,0001104657
55706,0000048446
55730,0000039159
55750,0000728313
55781,0000009534
55782,0000072127
55811,0000701936
55862,0000073290
55918,0000073225
55976,0000104169
55993,0000069633
56063,0000110430
56143,0000311871
56186,0000087073
56223,0000060519
56274,0000023217
56311,0000081465
56339,0000069999
56347,0000702517
56363,0000070033
56450,0000070040
56485,0000049032
56506,0000070998
56530,0000037337
56531,0000070333
56557,0000054193
56573,0000049826
56602,0000016104
56629,0000040643
56733,0000073942
56741,0000021212
56768,0000082696
56777,0000110536
56784,0000037651
56881,0000087497
56899,0000859163
56937,0000070793
56945,0000275053
56960,0000030547
57015,0000049930
57066,0000052466
57104,0000720851
57138,0000076958
57155,0000319645
57163,0000071106
57170,0001144953
57171,0000071125
57198,0000318951
57234,0000829221
57250,0000024058
57251,0000071241
57286,0000205700
57315,0000315958
57381,0000104938
57382,0000225684
57437,0000055080
57534,0000225263
57568,0000009389
57592,0000026999
57665,0000320187
57673,0000708237
57681,0000800937
57795,0000201502
57808,0000103730
57809,0000072331
57817,0000072333
57883,0000028866
57913,0000072444
57947,0000086158
57999,0000072575
58018,0000011821
58019,0000706021
58026,0000073609
58050,0000871205
58069,0000102695
58085,0000106015
58106,0000059451
58165,0000025988
58173,0000018827
58181,0000025941
58246,0000073124
58309,0000318816
58317,0000072247
58318,0000097216
58334,0001733998
58376,0000008919
58406,0001993004
58456,0000070313
58464,0000094673
58465,0000714460
58472,0000099231
58473,0000310450
58480,0000009435
58481,0000318025
58500,0000351321
58501,0000070415
58528,0000071725
58552,0000314890
58560,0000005768
58608,0000051103
58616,0000055454
58625,0000202763
58640,0000072911
58659,0000311196
58660,0000073266
58667,0000796838
58675,0000076321
58683,0000092380
58740,0000073382
58748,0000073779
58755,0000009342
58756,0000073773
58763,0000077228
58771,0000082811
58772,0000732780
58799,0000276331
58800,0000096287
58819,0000352541
58835,0000024719
58836,0001587987
58878,0000905593
58879,0000216748
58886,0000745113
58975,0000073756
58990,0000029924
59002,0000032900
59010,0000039911
59029,0000040170
59053,0000058091
59096,0000070337
59110,0001129981
59141,0000103758
59176,0000004962
59184,0000310569
59185,0000074046
59192,0000020171
59222,0000074058
59248,0000024545
59256,0000025895
59301,0000045379
59328,0000050863
59344,0000109821
59352,0000060041
59379,0000064782
59387,0000065268
59395,0000703300
59408,0000070858
59416,0000075357
59424,0000078706
59425,0000074300
59459,0000086312
59483,0000716006
59504,0001303523
59555,0000715153
59563,0000065281
59564,0000320430
59600,0000100378
59619,0000310142
59627,0000751365
59686,0000310431
59707,0000205239
59767,0000074697
59774,0000060977
59775,0000074702
59790,0000096653
59811,0000100465
59846,0000008447
59862,0000874885
59897,0000056955
59898,0000074856
59942,0000751190
59985,0000089326
59994,0001093429
60003,0000099703
60038,0000002098
60046,0000004427
60054,0000015599
60055,0000075043
60063,0000075049
60071,0000275862
60089,0000041108
60090,0000736994
60097,0001613103
60142,0000096988
60143,0000075189
60169,0001026869
60186,0000075252
60193,0000053422
60206,0000091440
60281,0000046492
60310,0000075608
60329,0000225747
60337,0000080285
60346,0000076791
60353,0000096116
60425,0000023473
60426,0000726348
60441,0000042246
60442,0000713676
60468,0000716314
60476,0000046613
60506,0000075362
60521,0000055642
60522,0000075384
60548,0000065201
60557,0000075386
60572,0000084848
60580,0000737758
60581,0000275866
60599,0000018926
60628,0001048911
60660,0000074931
60687,0001042046
60820,0000079684
60840,0000075675
60847,0001518869
60855,0000108301
60871,0000006281
60900,0000023149
60935,0000310252
60943,0000058492
60978,0000314662
60986,0000814453
61049,0001012100
61129,0000055556
61137,0000056439
61138,0001559149
61145,0000202375
61146,0000708821
61188,0001692115
61209,0000099359
61217,0001009404
61225,0000311975
61241,0000002488
61269,0000076282
61292,0000106790
61305,0000029303
61313,0000029644
61321,0000029846
61322,0000724988
61348,0000039838
61364,0000054360
61399,0000060667
61401,0000061265
61428,0000785852
61495,0000012152
61508,0000012208
61524,0001179484
61540,0000312840
61560,0000797507
61567,0000717605
61576,0000076725
61583,0000053117
61612,0000074989
61620,0000082523
61639,0000314525
61663,0000074091
61700,0000310056
61727,0000019162
61743,0000027996
61778,0000057083
61787,0001422862
61866,0000313309
61882,0000314890
61954,0000753313
61955,0000077159
62009,0000062423
62033,0000082166
62034,0000077360
62041,0000312237
62042,0000739608
62076,0000845615
62092,0000097745
62105,0000098346
62148,0000277948
62164,0000025506
62228,0000039020
62244,0000317030
62260,0000040972
62261,0000351935
62287,0000049146
62324,0000067931
62367,0001052752
62383,0000085974
62384,0000077943
62420,0000277928
62440,0000077969
62447,0000896560
62463,0000100166
62472,0000353827
62498,0000105770
62500,0000002601
62519,0000314808
62536,0000873619
62552,0000713275
62607,0000040518
62615,0000702993
62616,0000313216
62631,0000318775
62658,0000076881
62666,0000002751
62711,0000095169
62738,0000096065
62746,0000096097
62754,0000312902
62790,0000319379
62834,0000352947
62842,0000353181
62877,0000351116
62885,0000216039
62886,0000729645
62906,0000060876
62914,0000350920
62949,0000352435
62966,0000352427
63044,0000102993
63060,0000105668
63079,0000318996
63087,0000004436
63095,0000313214
63096,0000078716
63108,0000854385
63125,0000078749
63132,0000030305
63159,0000350846
63167,0000043398
63183,0000317354
63191,0000353539
63212,0000350684
63247,0000351707
63263,0000353278
63300,0001706089
63320,0000079041
63335,0000320575
63344,0000354452
63394,0000278203
63474,0000010866
63491,0000062614
63504,0000702724
63538,0000354079
63547,0000079424
63554,0000027500
63589,0000276558
63635,0000763759
63650,0000054876
63651,0000079582
63670,0000079668
63686,0000079677
63714,0000353230
63715,0000080420
63723,0000079826
63758,0000354383
63765,0000007332
63773,0001051512
63781,0000798949
63810,0000352997
63829,0000105608
63830,0000079958
63837,0000002070
63845,0000003449
63846,0000003874
63853,0000775057
63854,0000732418
63861,0000006432
63925,0001715850
64004,0000052532
64012,0000320637
64040,0000080202
64072,0000716712
64135,0000350077
64144,0000080324
64151,0000006260
64186,0001739940
64194,0000019584
64195,0000311505
64215,0000320185
64231,0000047710
64258,0000353567
64282,0000701985
64283,0000076773
64291,0000100712
64303,0000072013
64311,0000702165
64338,0000352994
64346,0000082206
64354,0000357434
64355,0000080630
64362,0000203383
64390,0000080661
64442,0000068145
64506,0000105519
64507,0000724767
64514,0000319489
64557,0001089819
64581,0000046389
64611,0000704700
64629,0000708819
64654,0000715414
64661,0000701714
64697,0000081112
64734,0000028734
64742,0000276720
64769,0000081199
64785,0000100591
64856,0000004310
64901,0000021438
64902,0000073299
64929,0000081362
64936,0000715957
64937,0000081365
64987,0000216219
64988,0000081426
64995,0000091576
65008,0000720500
65024,0000709283
65032,0000710983
65067,0000729213
65074,0000716714
65083,0000351721
65091,0000737033
65111,0000725457
65138,0001067092
65154,0001001606
65155,0000724904
65163,0000032870
65250,0000719275
65294,0000084246
65306,0000717954
65323,0000085613
65365,0000069488
65373,0000069623
65402,0000091142
65410,0001142470
65438,0000216949
65446,0000081699
65453,0000029590
65496,0000215310
65497,0000704031
65509,0000356080
65518,0000718573
65526,0000081766
65541,0000711404
65568,0000722080
65576,0000725780
65593,0000310235
65605,0000731938
65622,0000277317
65656,0000716783
65699,0001195614
65700,0000082020
65702,0001026291
65752,0000318833
65761,0000715817
65787,0000726513
65817,0000082231
65824,0000108865
65832,0000730469
65859,0000732715
65860,0000082263
65875,0000732712
65883,0000732713
65921,0000082411
65948,0000082456
65963,0000051320
65964,0000082536
66018,0000732714
66078,0000082788
66086,0000785037
66093,0000732717
66114,0000731939
66122,0001037949
66130,0001393066
66149,0000740868
66157,0000036104
66230,0000729971
66245,0000773141
66288,0000072316
66310,0000205821
66317,0000743535
66325,0001593538
66333,0000096277
66368,0000102198
66384,0000106040
66385,0000083179
66393,0000724969
66472,0000026987
66501,0000032522
66545,0000216983
66553,0000083306
66587,0000049029
66595,0000052589
66608,0000054891
66617,0000083402
66667,0000350868
66683,0000742278
66704,0000722576
66705,0000083490
66713,0001056084
66739,0000351817
66799,0000083588
66800,0000005272
66801,0000701290
66835,0000756620
66836,0000352331
66852,0000355948
66923,0000040703
66958,0000742173
66991,0000084091
67002,0000755003
67029,0000350868
67030,0000084168
67037,0000709136
67062,0000277356
67109,0000722825
67168,0000763043
67193,0000084290
67221,0000728529
67248,0000759277
67257,0000102983
67300,0000276747
67328,0000062418
67345,0000225868
67361,0000084602
67432,0000758604
67459,0000034115
67468,0000084683
67484,0000703914
67540,0000084834
67564,0000043514
67678,0000074691
67679,0000737203
67716,0000085399
67732,0000085417
67774,0001232384
67775,0000312160
67803,0000319320
67838,0000020629
67970,0000276437
68080,0000763738
68102,0000045635
68145,0000087050
68161,0000087744
68195,0000106998
68209,0000086537
68233,0000090045
68276,0000315545
68283,0000774190
68292,0000230557
68304,0000777001
68320,0000020232
68340,0000930184
68347,0000714154
68363,0000778169
68398,0000031660
68400,0000773649
68494,0000731190
68495,0000314865
68507,0000775271
68523,0000006814
68559,0000086166
68566,0000877930
68591,0000203077
68604,0000086293
68654,0000356452
68806,0000007668
68807,0000311853
68814,0000004164
68815,0001470579
68823,0000800863
68857,0001702780
68866,0000314590
68910,0000725625
68937,0000047016
68938,0000086941
69025,0000087082
69032,0000895421
69033,0000087086
69121,0000855106
69199,0000087565
69200,0000766430
69220,0000087743
69227,0000013206
69243,0000774197
69244,0000350644
69287,0000087799
69295,0000087802
69316,0000745490
69323,0000027587
69358,0000774709
69383,0000727085
69391,0000087863
69447,0000350899
69455,0000735635
69471,0000088000
69526,0000760436
69527,0000088036
69542,0000201653
69550,0001792044
69551,0000088103
69606,0000900268
69607,0000354952
69649,0000720005
69710,0000721380
69761,0000312069
69877,0000356623
69885,0000702756
69892,0000919239
69973,0000088922
70018,0000088974
70033,0000793952
70034,0000089017
70076,0000794048
70106,0000352330
70122,0000701651
70148,0000883899
70172,0000356395
70245,0000089472
70280,0000730564
70288,0000089615
70308,0000804212
70325,0000089807
70332,0000773910
70359,0000804104
70360,0000899118
70375,0000941167
70440,0000089925
70447,0000799210
70471,0000800287
70500,0001650107
70501,0000860324
70519,0000831001
70536,0000090185
70552,0000090206
70578,0000031462
70595,0000700712
70616,0000082628
70624,0000318284
70632,0000712752
70659,0000090283
70667,0000314937
70675,0000708367
70682,0001265725
70704,0000314203
70790,0000090588
70798,0000090721
70819,0000719113
70827,0000354911
70885,0000702162
70886,0000090938
70907,0000090993
70915,0000319094
70965,0000802481
70981,0000802825
71001,0000800575
71002,0000354260
71087,0000797509
71095,0000790932
71116,0001052045
71117,0000350305
71141,0000312033
71176,0000091767
71191,0000803647
71204,0000805270
71239,0000008076
71247,0000795542
71298,0000756894
71538,0000805792
71589,0001505706
71685,0000808064
71722,0000809844
71765,0000897732
71782,0000092472
71810,0000806628
71811,0000092488
71888,0000810370
71942,0000718924
71969,0000092631
71985,0002048519
72005,0000077597
72013,0000355968
72048,0000092729
72055,0000808366
72056,0000819898
72072,0000718487
72100,0000804151
72119,0000320340
72128,0000092769
72136,0000319013
72195,0000092884
72216,0000092888
72232,0000731657
72304,0000718937
72390,0000093272
72486,0000093384
72494,0000093456
72515,0000093507
72523,0000725727
72531,0000093522
72603,0000203285
72726,0000093751
72814,0000093875
72849,0000093945
72945,0000094248
72953,0000731933
72961,0000094328
73075,0000723610
73139,0000310764
73219,0000095029
73323,0000310438
73430,0000315353
73438,0000319129
73497,0000312540
73614,0000720577
73649,0000095543
73681,0000730000
73729,0000095620
73796,0000095676
73860,0000095830
73905,0000095923
73913,0000350615
73921,0000720327
73940,0000278352
73956,0000719483
74019,0000351940
74043,0000096014
74051,0000354608
74086,0000707606
74123,0000352698
74158,0001036555
74393,0000312842
74406,0000103096
74414,0000352995
74481,0000899217
74500,0000098338
74529,0000352079
74580,0000860451
74617,0000315180
74625,0000350068
74740,0000096536
74828,0000096677
74836,0000096699
74895,0000357064
74908,0000096793
74916,0000351115
74924,0000096813
74932,0000096831
74975,0000736893
75002,0000811929
75033,0000807707
75034,0001701605
75039,0000811809
75046,0000726451
75049,0000814052
75055,0000814050
75062,0000310486
75064,0001131399
75071,0000798168
75077,0000810113
75079,0000812628
75083,0000075681
75090,0000813566
75094,0000811917
75100,0000098246
75101,0000814361
75106,0000819544
75107,0000815094
75110,0000715073
75118,0000096929
75150,0000811828
75151,0000817897
75163,0000814241
75167,0000316456
75174,0000818008
75178,0000814287
75181,0000819996
75182,0000931015
75186,0000316709
75215,0000807884
75222,0000805264
75224,0000800459
75227,0000052477
75228,0000772197
75233,0000059440
75241,0001038357
75257,0000317771
75272,0000825411
75273,0000352495
75286,0000822665
75295,0000812700
75304,0000922960
75320,0000821130
75345,0000353779
75358,0000829218
75383,0000840467
75385,0000821202
75386,0000842021
75396,0000097079
75402,0000838224
75407,0000064674
75418,0000839923
75422,0000795662
75423,0000836442
75424,0000763392
75432,0000813920
75434,0000841692
75444,0000842635
75445,0000841939
75447,0000840883
75449,0000842633
75460,0000097134
75469,0000717014
75470,0000769520
75477,0000817161
75478,0000846871
75479,0000846657
75481,0000846659
75482,0000846660
75485,0000845815
75488,0000846976
75489,0000791519
75490,0000842915
75491,0000785186
75494,0000787809
75496,0000789096
75503,0000790071
75504,0000770701
75508,0001884735
75510,0000796343
75521,0000726431
75523,0000791714
75527,0000805305
75538,0000806006
75540,0000097224
75545,0000812121
75549,0000812796
75553,0000816955
75554,0000818074
75558,0001518587
75560,0000819977
75571,0000830991
75573,0000800240
75574,0000827699
75577,0000768251
75578,0001333274
75579,0000832404
75580,0000815093
75581,0000789851
75583,0000816348
75585,0000814457
75591,0000832101
75594,0000849314
75596,0000751085
75597,0000849979
75603,0000772406
75607,0000849399
75614,0000795090
75625,0000846909
75628,0000315981
75632,0000901576
75633,0000003124
75636,0000217338
75643,0000851292
75644,0000720790
75645,0000729330
75646,0000850693
75647,0001035972
75648,0000850695
75649,0000850429
75652,0000818686
75654,0000851205
75655,0000798186
75675,0000800055
75678,0000813719
75694,0000842023
75696,0000805326
75699,0000842638
75700,0000771470
75707,0000843961
75710,0000844843
75714,0000840715
75727,0000314307
75730,0000846876
75736,0000842888
75738,0000797079
75744,0000842697
75747,0000811014
75748,0000846614
75758,0000743051
75759,0000721602
75760,0000846771
75764,0000846718
75785,0000835908
75786,0000850091
75789,0001026214
75794,0000852485
75801,0000851478
75807,0000854088
75811,0000067088
75815,0000820757
75822,0000854099
75825,0000821189
75828,0000712515
75831,0000854775
75834,0000855109
75849,0000847562
75853,0000855612
75854,0000855658
75855,0000885015
75857,0000835541
75859,0000856072
75860,0000855654
75861,0000856386
75866,0000851737
75869,0000857101
75871,0000313277
75873,0000854916
75878,0000819694
75880,0000797320
75881,0000856465
75886,0000823197
75890,0000097726
75895,0000201739
75897,0000026820
75900,0000852807
75902,0000853273
75904,0000772372
75905,0000821002
75910,0000857327
75912,0000857005
75918,0000854462
75919,0000319239
75922,0000855911
75927,0000318289
75929,0000853022
75937,0000857471
75943,0000351902
75951,0000732240
75962,0000849636
75965,0000777527
75968,0000097052
75970,0000097780
75972,0000848102
75976,0000711377
75986,0000721356
75993,0000854460
75998,0000721773
76000,0000849043
76005,0000851476
76008,0000827156
76011,0000704862
76013,0000854860
76016,0000853532
76020,0000836429
76021,0000855610
76022,0000740693
76023,0000849706
76025,0000855575
76038,0000834365
76052,0000914122
76054,0000846537
76067,0000831460
76075,0000858660
76076,0000858877
76079,0000856164
76080,0000718576
76081,0000730263
76092,0000854154
76095,0000859737
76096,0000775163
76098,0000724621
76100,0000350907
76101,0000860097
76104,0000859303
76106,0000858710
76110,0001007228
76111,0000758830
76122,0000086772
76125,0000856573
76127,0000844965
76128,0000751978
76129,0000738076
76135,0000861459
76138,0000861361
76139,0000820736
76141,0000744550
76142,0000820580
76148,0001068717
76149,0000086144
76150,0000861184
76165,0000779390
76166,0000817785
76169,0000833619
76176,0000831463
76185,0000860731
76191,0000316218
76194,0000807873
76195,0000862480
76199,0000853266
76201,0000743988
76206,0000863371
76207,0000719866
76208,0000863896
76209,0000701374
76213,0000863527
76215,0000857737
76221,0000863064
76222,0000863893
76224,0000863436
76229,0000911875
76230,0000864749
76231,0000756365
76236,0000857470
76240,0000864328
76251,0000835405
76253,0000864903
76254,0000862255
76257,0000864906
76261,0000851520
76264,0000861291
76265,0000865846
76267,0000756497
76268,0000314436
76271,0000861289
76279,0000866273
76281,0000805574
76289,0000842289
76290,0000854152
76291,0000849401
76295,0000856984
76306,0000809875
76309,0000856143
76314,0000789881
76317,0000857953
76321,0000098383
76322,0000820774
76327,0000797422
76335,0000843462
76336,0000856250
76337,0000831752
76342,0000857171
76344,0000854556
76345,0000773399
76353,0000851199
76355,0000851249
76362,0000773723
76367,0000824068
76371,0000857728
76372,0000718130
76374,0000854222
76383,0000858803
76390,0000722617
76391,0000859368
76392,0000856982
76397,0000859621
76399,0000098519
76403,0000722051
76407,0000818467
76420,0000859917
76432,0000802524
76442,0000796117
76448,0000032272
76450,0000813134
76456,0000854937
76457,0000864009
76461,0000863894
76471,0000866385
76477,0000866121
76478,0000866706
76481,0000868076
76489,0000060849
76499,0000867516
76505,0000869486
76507,0000845434
76544,0000819689
76548,0000868373
76549,0000869426
76557,0000870517
76559,0000098573
76564,0000871395
76565,0000792985
76566,0000319450
76568,0000868611
76573,0000089439
76577,0000817516
76582,0000868780
76583,0000098788
76584,0000872448
76591,0001906324
76592,0000835403
76593,0000866282
76597,0000847903
76605,0000866787
76609,0000872855
76610,0000039503
76613,0000866609
76614,0000872589
76617,0000872865
76618,0000764271
76620,0000825703
76623,0000867490
76624,0000767920
76625,0000873364
76628,0000873087
76635,0000873482
76637,0000846902
76639,0000721683
76640,0000873728
76652,0000873565
76654,0000873567
76655,0001094517
76656,0000873591
76660,0000873730
76661,0000874015
76662,0000873731
76667,0000817637
76672,0000790526
76674,0000874807
76676,0001026738
76678,0000874268
76683,0000874316
76686,0000874396
76687,0000874385
76691,0000874389
76692,0000874384
76693,0000874294
76696,0000874441
76698,0000707668
76699,0000874443
76700,0000874248
76701,0000874388
76704,0000874689
76706,0000874255
76709,0000874716
76710,0000874734
76712,0000874761
76716,0000874865
76717,0000874786
76720,0001238631
76721,0000874866
76725,0000825797
76736,0001520262
76737,0000874737
76740,0000875315
76744,0000875320
76746,0000875459
76752,0000876167
76754,0000876516
76755,0000779282
76758,0000811596
76763,0000875159
76766,0000876317
76768,0000875316
76769,0000028866
76773,0000818594
76776,0000747952
76780,0000085462
76781,0000875525
76782,0000876428
76788,0000704415
76792,0000768262
76793,0000750901
76795,0000877212
76797,0000877273
76801,0000873571
76803,0001167630
76807,0000099102
76832,0000873613
76836,0000816245
76837,0000313143
76841,0000875045
76842,0000877931
76845,0000877357
76846,0000877645
76860,0000861875
76863,0000724138
76868,0000824142
76871,0000802916
76879,0000869986
76880,0000840319
76883,0000831532
76889,0000867202
76890,0000858752
76891,0000869420
76893,0000866751
76903,0000099275
76906,0000855663
76908,0000876378
76909,0000850808
76910,0000870755
76911,0000099285
76912,0000870758
76914,0000814456
76915,0000873209
76931,0000866734
76932,0000895728
76934,0000875355
76943,0000833140
76946,0000099302
76947,0000203200
76952,0000813118
76964,0000873371
76967,0000871826
76972,0000848135
76978,0000868725
76980,0000868368
76981,0000872610
76983,0000875617
76984,0000872201
76990,0000704328
76993,0000819981
77004,0000868267
77006,0000206030
77010,0000873603
77011,0000822708
77015,0000092344
77017,0000746630
77020,0000877929
77021,0000879235
77036,0000831777
77039,0000819480
77042,0000878280
77043,0000878520
77047,0000876968
77049,0000933353
77063,0000878736
77075,0000855106
77078,0000879764
77080,0000801351
77081,0000842662
77083,0000809243
77086,0000878903
77087,0000877476
77089,0000807807
77091,0000880229
77092,0000878552
77094,0000812490
77096,0000879360
77097,0000822206
77099,0000878725
77103,0000765258
77107,0001159041
77108,0000062675
77109,0000879044
77117,0000879526
77118,0000820313
77122,0000812944
77150,0000880430
77155,0000880419
77157,0000812074
77165,0000880117
77169,0000880458
77170,0000880456
77171,0000880431
77173,0000880446
77175,0000880807
77178,0000804328
77180,0000880643
77182,0001585364
77183,0000880865
77185,0000880594
77191,0000831641
77197,0000867572
77198,0000875133
77203,0000859792
77204,0000878483
77205,0001412067
77207,0000864268
77210,0000879986
77217,0000880631
77221,0000880882
77223,0000879813
77228,0000313867
77229,0000878521
77230,0000879301
77235,0000878828
77253,0000877542
77257,0000880208
77259,0000874710
77263,0000867840
77264,0000881464
77266,0000822084
77267,0000034645
77270,0000858155
77271,0000789132
77274,0000882095
77277,0000793354
77279,0000881890
77280,0000881793
77282,0000880432
77283,0000882238
77284,0000824169
77289,0000879993
77291,0000882194
77292,0000882104
77294,0000882100
77295,0000099724
77298,0001029802
77303,0000881404
77318,0000880224
77321,0000882259
77324,0000881468
77325,0000882098
77331,0000882321
77332,0000357001
77338,0000882835
77339,0000881791
77340,0000882154
77341,0000875710
77345,0000828934
77348,0000882242
77349,0000818035
77352,0000882304
77356,0000882365
77357,0000883241
77362,0000849448
77366,0000837465
77367,0000099802
77368,0000021627
77369,0000881787
77376,0000703645
77380,0000883330
77384,0000883326
77387,0000883420
77388,0000878549
77392,0000878748
77393,0000876343
77397,0000883076
77398,0000795445
77401,0000853102
77407,0000883640
77413,0000880771
77418,0001105705
77427,0000883813
77434,0000883322
77437,0000883975
77439,0000312478
77440,0000765414
77441,0000883982
77443,0000879911
77444,0000883944
77446,0000787520
77447,0000883984
77450,0000832815
77451,0000883905
77456,0000818268
77461,0000883293
77462,0000794367
77463,0000099974
77465,0000870213
77472,0000883977
77473,0000201493
77481,0001066107
77485,0000873753
77486,0000315449
77487,0000810822
77488,0000875582
77496,0000851968
77497,0000833299
77499,0000884005
77500,0000074374
77501,0000883902
77502,0000883979
77505,0000884144
77508,0000884063
77509,0000885080
77511,0000884252
77514,0000880114
77515,0000771266
77517,0000884064
77520,0000880266
77521,0000884130
77524,0000882387
77541,0000884124
77546,0000883980
77560,0001667280
77561,0000882208
77569,0000882361
77570,0000878518
77571,0000852564
77572,0000884318
77581,0000885073
77582,0000885551
77584,0000885245
77587,0000883946
77599,0001442222
77600,0001323717
77604,0000886125
77605,0000885725
77606,0000885639
77610,0001005284
77613,0000885317
77614,0000885592
77616,0000818625
77620,0000885539
77624,0000736012
77630,0000792130
77632,0000859640
77633,0000883952
77635,0000814331
77637,0000886206
77644,0001035881
77649,0001757898
77652,0000860194
77659,0000886158
77662,0000886903
77663,0000886138
77667,0000886046
77668,0001532063
77672,0000884509
77676,0000886761
77682,0000317552
77688,0000023304
77695,0001408075
77697,0000800193
77699,0000886128
77700,0000858482
77701,0000887227
77702,0000829224
77705,0000887538
77706,0001014667
77710,0000803395
77713,0000886142
77730,0000100493
77733,0000781891
77739,0000784958
77759,0000851616
77762,0000100619
77763,0000886835
77767,0000884847
77768,0001707925
77773,0000854691
77774,0000032251
77781,0000887433
77785,0000850460
77786,0000886192
77787,0000887568
77793,0000791594
77794,0000864739
77795,0000885367
77802,0000822367
77819,0000884455
77823,0000888228
77829,0000003662
77830,0000887497
77831,0000885976
77837,0000888711
77839,0000814008
77840,0000888428
77844,0000863815
77850,0000886074
77851,0000882389
77854,0000019411
77855,0000050957
77858,0000797984
77859,0000080285
77862,0000888504
77868,0000887226
77870,0000883719
77871,0000882852
77874,0000887941
77882,0000887309
77892,0000862668
77893,0000318259
77895,0000878932
77903,0000829218
77912,0000855334
77914,0000352060
77915,0000879703
77918,0000889331
77933,0000856981
77964,0000890096
77967,0000825692
77969,0000812423
77971,0000867374
77976,0000890801
77977,0000763180
77978,0000890572
77979,0000890924
77985,0000829987
77988,0000841168
77989,0000890662
77993,0000754516
78001,0000887730
78003,0000890447
78008,0000891178
78015,0000891014
78027,0000890285
78033,0000888919
78038,0000890926
78043,0000891920
78044,0000100726
78045,0000749098
78051,0000891288
78054,0000892482
78062,0000890923
78066,0000810509
78070,0000892433
78071,0000811240
78073,0000889423
78074,0000891531
78077,0000886346
78079,0000100740
78080,0000796337
78081,0000886163
78083,0000875570
78096,0000842696
78100,0000829221
78103,0000837472
78105,0000891762
78106,0001494037
78111,0000787976
78116,0000100759
78123,0000785938
78132,0000100760
78134,0000857121
78139,0000859014
78145,0000797448
78146,0000888956
78155,0000892533
78168,0000892534
78170,0000893538
78175,0000356002
78179,0000887969
78189,0000891532
78192,0000034181
78193,0000881695
78197,0000776325
78200,0000718789
78208,0000859475
78213,0000875657
78216,0001123316
78219,0000810084
78222,0000797109
78243,0000013824
78268,0000316672
78272,0000024330
78298,0001058633
78300,0000775614
78307,0000350996
78336,0000771796
78349,0000317158
78361,0000315816
78387,0000746967
78388,0000802100
78405,0000733099
78418,0000351834
78425,0000355876
78432,0000315126
78447,0000906338
78448,0000701544
78468,0000710597
78518,0000731824
78527,0000749037
78560,0000753050
78565,0000762151
78569,0000761238
78589,0000782999
78606,0000802682
78629,0000808439
78638,0000746782
78645,0000808464
78649,0000811983
78661,0000823534
78662,0000824498
78664,0000910638
78688,0000827809
78694,0000840518
78701,0000841071
78711,0000827301
78712,0000845802
78721,0000847535
78723,0001080926
78733,0000320171
78743,0000874516
78745,0000879933
78746,0000731336
78749,0000101295
78752,0000883261
78753,0000881283
78754,0000884263
78756,0000884624
78758,0000882505
78767,0001667966
78775,0000888295
78780,0000890640
78783,0000886218
78786,0000892553
78789,0000892906
78791,0000892604
78796,0001237941
78812,0000879106
78815,0000865231
78816,0000019149
78817,0000895034
78822,0000878616
78831,0000893964
78836,0000887151
78839,0000891933
78840,0001800227
78844,0001748790
78846,0000728478
78860,0000889429
78862,0000807198
78868,0000893970
78869,0000895642
78871,0000842927
78872,0000892495
78875,0000895419
78876,0000784199
78877,0000895126
78881,0001639691
78883,0000862148
78889,0000895663
78894,0000895095
78895,0000885263
78897,0000895517
78901,0000886034
78905,0000895416
78908,0000895456
78910,0000849502
78915,0000101984
78916,0001578845
78923,0001095701
78924,0000891788
78928,0000887124
78949,0000889899
78950,0000897077
78951,0000853547
78953,0000741696
78955,0000896841
78956,0000830134
78965,0000895677
78970,0000895361
78971,0000897322
78975,0000896878
78977,0000895655
78978,0000897730
78985,0001993727
78987,0000827054
78990,0000896985
79000,0000818203
79001,0000832149
79002,0000846463
79003,0000885534
79009,0000850519
79010,0000887591
79015,0000711808
79016,0000837166
79021,0000895726
79024,0000722607
79025,0000897075
79027,0000888335
79029,0001051284
79032,0000895365
79039,0000101594
79053,0000896265
79057,0000896159
79065,0000768710
79075,0000895462
79078,0000898756
79084,0000896267
79086,0000898747
79089,0000883569
79091,0000878208
79094,0000898293
79100,0000847555
79104,0000896840
79107,0000898306
79108,0000897723
79121,0000833829
79122,0000897448
79127,0000726494
79130,0000897507
79133,0000896622
79144,0001122976
79146,0000893691
79148,0000798399
79150,0000898437
79152,0000860749
79156,0000899636
79164,0000884719
79172,0000897795
79175,0000899760
79183,0000899297
79192,0000898660
79193,0000901119
79195,0000900349
79197,0000898441
