permno,cik
19779,0001823306
19802,0000015486
19803,0001812173
19811,0001807166
19812,0001620463
19813,0001819133
19814,0001580149
19818,0001031308
19825,0001818794
19828,0000030697
19832,0000832489
19833,0001534133
19837,0001634379
19838,0001805385
19839,0001764791
19843,0001479615
19845,0000800093
19846,0001649009
19850,0001741830
19851,0001820721
19852,0000091142
19880,0000015615
19887,0000048048
19888,0000715577
19916,0000088188
19918,0001604477
19919,0001758766
19920,0001814215
19928,0001816581
19938,0000866291
19939,0001593899
19943,0001071058
19944,0001799448
19946,0001802974
19948,0001439725
19953,0001662579
19954,0001659352
19955,0001811856
19958,0001719395
19962,0001822462
19969,0001472012
19973,0001760903
19975,0000055604
19979,0001127537
19981,0001671818
19992,0000015840
19993,0001683553
19994,0001680367
20002,0000015847
20058,0001750284
20065,0001803599
20079,0000093128
20094,0001816017
20117,0000733269
20120,0001822928
20124,0000354964
20125,0000350621
20136,0001820630
20137,0001818382
20138,0001823144
20149,0001728328
20154,0001335105
20160,0000019028
20169,0001509261
20171,0001819438
20178,0001819994
20183,0000081381
20186,0001797768
20187,0001726445
20189,0001792789
20190,0001559720
20193,0001577526
20197,0001641640
20204,0000025445
20205,0000721353
20207,0001824502
20220,0000012355
20239,0000031974
20263,0000064030
20276,0001703057
20277,0001823878
20280,0001826892
20288,0000922247
20290,0001716583
20299,0000351717
20305,0001555279
20309,0001760854
20310,0001819493
20325,0001822966
20330,0001826000
20332,0001716166
20333,0001822250
20336,0000356037
20340,0001825480
20343,0000084966
20357,0001824920
20381,0001821769
20386,0000063049
20394,0000075149
20402,0001825079
20406,0001820144
20407,0000094567
20412,0001800637
20419,0001818644
20422,0001761696
20430,0001833769
20438,0001826600
20452,0001828318
20458,0000008302
20465,0001110611
20469,0001828791
20474,0000087840
20482,0000001800
20512,0000016058
20539,0000744473
20552,0001830210
20560,0001762459
20562,0000897599
20564,0001818838
20567,0001601485
20570,0000910071
20571,0000745274
20572,0001554818
20574,0001814140
20575,0001610820
20576,0001833214
20579,0001768946
20581,0001665988
20583,0000895126
20588,0001656536
20589,0001028124
20596,0001822711
20601,0001819394
20604,0001671927
20608,0001785345
20609,0001721484
20610,0001652724
20612,0001826667
20613,0001538210
20618,0000017843
20621,0001824734
20626,0001666700
20633,0001584751
20636,0001820566
20637,0001706524
20640,0001824293
20641,0001817229
20648,0001315098
20655,0001789769
20657,0001637873
20658,0001828962
20663,0001484778
20670,0000730255
20677,0000870213
20678,0000726512
20679,0001964979
20681,0001651562
20682,0001834584
20693,0000833376
20723,0000016357
20750,0001035201
20765,0000040888
20782,0000719172
20814,0001824036
20816,0001835579
20835,0001830162
20843,0001828522
20844,0001832415
20846,0001828098
20848,0001734750
20853,0000918040
20858,0001899830
20865,0001743344
20870,0001718852
20876,0001837240
20884,0001820190
20892,0001679788
20895,0001823593
20897,0000016590
20898,0001601830
20899,0001664998
20900,0001645842
20917,0000075644
20918,0000704292
20919,0001836833
20945,0001839608
20968,0000101357
20972,0001734722
20976,0000031089
20991,0001834489
20992,0000707181
20996,0001835378
21004,0000040858
21017,0001529274
21019,0001840877
21020,0000006201
21027,0001840439
21030,0001837412
21051,0001828161
21055,0000018498
21066,0001835654
21081,0001528287
21086,0001837607
21102,0001830214
21117,0001839341
21127,0000012635
21135,0000035214
21143,0000007636
21152,0000016988
21178,0000936468
21179,0000016990
21186,0001732845
21198,0001840292
21207,0001164727
21231,0001103601
21258,0000024596
21265,0001842279
21272,0001354866
21274,0000044279
21281,0001844862
21282,0000020067
21286,0001854270
21290,0000068366
21303,0001086088
21326,0001840317
21331,0001828108
21338,0001419581
21341,0001836564
21344,0001101026
21345,0001522540
21346,0000708485
21349,0001851003
21351,0001806952
21352,0001210677
21353,0001569345
21355,0000017482
21357,0001516513
21358,0001699838
21365,0001990550
21371,0000721371
21397,0000019150
21398,0000773936
21409,0001839839
21415,0001583708
21450,0000093419
21485,0001058033
21514,0000092236
21518,0001798749
21522,0001033782
21527,0001235912
21528,0001662244
21536,0001850270
21538,0001850079
21540,0001339005
21543,0001826457
21547,0001815776
21556,0001841925
21557,0000812944
21563,0001817713
21566,0000747681
21570,0001527096
21572,0001745114
21573,0000051434
21580,0001571934
21584,0001840502
21589,0001840574
21592,0001847584
21593,0001657573
21599,0001761918
21601,0001625641
21604,0001672688
21606,0001831915
21613,0001834494
21638,0000746650
21653,0000275501
21676,0001537137
21701,0001845022
21707,0001619856
21721,0001828673
21726,0000018061
21729,0001786255
21731,0001623715
21732,0001790340
21743,0001467761
21745,0001287098
21747,0001861560
21749,0001454938
21750,0001850838
21754,0001758009
21757,0001843588
21761,0001380106
21762,0001111485
21763,0001534969
21764,0001531177
21768,0000731444
21771,0001840706
21776,0001109357
21779,0001858848
21780,0001766140
21785,0000721447
21789,0001857951
21792,0001130310
21821,0000023738
21837,0001648960
21842,0001768446
21844,0001590418
21853,0001584371
21866,0001512922
21872,0000030927
21875,0001574094
21876,0001855447
21886,0001096275
21894,0001543916
21895,0001544522
21896,0001650164
21904,0001866692
21905,0001504776
21909,0001843724
21929,0000718585
21933,0001628945
21936,0000078003
21941,0001685428
21942,0001325964
21950,0000278165
21959,0001848309
21960,0000019731
21970,0001863127
21979,0001141982
22016,0000708823
22023,0000067532
22066,0000070538
22082,0000351696
22084,0001653482
22088,0001868941
22089,0001870600
22092,0001867072
22103,0000032604
22111,0000200406
22149,0001531978
22158,0001407973
22162,0000036369
22163,0000800115
22177,0001667011
22181,0001861841
22184,0001501796
22194,0001455365
22198,0000215403
22200,0001874097
22203,0001865408
22206,0001709048
22210,0001840229
22211,0001615055
22220,0001865631
22221,0001676047
22234,0000077292
22245,0001860782
22250,0000723371
22252,0001452965
22256,0001851194
22259,0001729214
22260,0001653909
22261,0001723069
22266,0001476840
22267,0001676238
22269,0000105956
22273,0001872356
22277,0000006410
22281,0001779372
22285,0000016068
22289,0001505497
22293,0000024741
22295,0001738021
22312,0001865494
22322,0000899596
22325,0001872529
22347,0001787740
22373,0000060860
22374,0000018937
22380,0001855485
22382,0000826821
22403,0000729197
22422,0001880319
22424,0001720671
22425,0001642896
22430,0000725259
22461,0000733663
22496,0000357261
22497,0000350383
22509,0000079879
22510,0000202196
22517,0000922224
22518,0000713492
22530,0001191070
22541,0000040779
22562,0001873835
22568,0000042765
22583,0001875091
22592,0000066740
22602,0001879726
22603,0001611746
22605,0000073515
22620,0001807794
22621,0000202995
22626,0001658551
22660,0001718939
22664,0000315641
22667,0001600983
22680,0000716823
22699,0000946993
22752,0000310158
22758,0001786205
22760,0000067412
22779,0000068505
22787,0000081050
22797,0001598981
22816,0000090534
22825,0000019446
22840,0000023666
22859,0000787250
22879,0001872789
22880,0001877322
22891,0000064923
22892,0000019514
22894,0001871321
22905,0000019520
22909,0001437424
22911,0001743905
22913,0000350692
22921,0000215419
22947,0000899652
22964,0000276934
23008,0001635077
23019,0000318306
23026,0001031296
23029,0001886190
23034,0000105107
23035,0000725813
23050,0000082775
23056,0001737995
23058,0001560293
23065,0001886799
23070,0000019636
23077,0001637459
23109,0001809750
23114,0001094093
23115,0000019704
23185,0001468492
23187,0001896084
23193,0001879848
23198,0001894693
23229,0000201533
23236,0001748137
23245,0000032346
23253,0001035881
23254,0000748032
23272,0001757499
23297,0000703351
23317,0001024401
23318,0000706539
23334,0000020056
23341,0000004829
23352,0001899287
23375,0001074828
23377,0000352800
23384,0000053043
23393,0000313927
23423,0001527352
23428,0001923840
23464,0000040770
23472,0000084919
23481,0000729583
23501,0001135971
23514,0001892500
23529,0000355106
23536,0000783325
23537,0000720145
23544,0000318819
23552,0000744106
23579,0000217346
23588,0000719727
23595,0000021070
23596,0000725897
23609,0000726602
23625,0001347242
23660,0000723254
23681,0001852131
23705,0000829806
23712,0000788784
23720,0000914755
23799,0000024090
23819,0000045012
23835,0000067716
23887,0000020520
23915,0000041077
23931,0000072903
23951,0001701478
23975,0000020740
23990,0000084792
23991,0000713864
24010,0000065984
24011,0000020864
24016,0001625297
24029,0000011290
24046,0001400891
24053,0001711269
24063,0001957132
24087,0001933567
24089,0000319333
24090,0000028823
24097,0000716646
24109,0000004904
24110,0000021038
24134,0000021101
24171,0001835830
24184,0001079182
24193,0000728303
24205,0000753308
24214,0000021248
24221,0001004440
24248,0000066756
24252,0001973239
24256,0000067727
24258,0001579091
24264,0000004285
24272,0001674862
24273,0000729602
24275,0001885522
24296,0001974138
24302,0000021310
24328,0000033213
24336,0000088010
24360,0001062379
24409,0000730390
24416,0000052491
24417,0000318379
24424,0000102491
24432,0001143068
24440,0001021635
24441,0000215466
24459,0000078814
24476,0000021510
24539,0000081371
24548,0000356830
24555,0000004339
24556,0000021686
24572,0000021759
24600,0000024009
24643,0000004281
24678,0000104669
24685,0001991792
24691,0001617867
24698,0001839341
24707,0000023304
24715,0000724176
24731,0000059696
24766,0001133421
24811,0001370946
24820,0001572616
24823,0001785279
24875,0001736297
24877,0001964738
24897,0000034257
24898,0000355374
24918,0000034471
24926,0000045214
24942,0001047122
24951,0000022252
24967,0001538379
24969,0000104918
24972,0001943896
24985,0001002910
25005,0001045309
25017,0001855175
25034,0001832483
25044,0002007919
25056,0000033015
25072,0000846930
25073,0000230131
25080,0000101424
25100,0000721776
25142,0001717115
25144,0001035675
25160,0000043414
25188,0000022412
25205,0001847367
25208,0000940170
25216,0000093813
25217,0000022470
25220,0001781446
25283,0000092521
25304,0000045876
25312,0000084801
25320,0000016732
25348,0000310433
25371,0000034891
25419,0000106640
25443,0001085392
25487,0000723612
25507,0000060731
25508,0000277025
25574,0000099037
25582,0000202058
25583,0000022872
25604,0000319085
25611,0000094679
25612,0000720031
25646,0000927653
25671,0000022910
25697,0000840467
25718,0000056871
25727,0000353995
25743,0000022962
25750,0000019010
25769,0001141185
25778,0000356028
25785,0000037996
25786,0000356446
25823,0000022989
25849,0000081949
25873,0000046741
25882,0000023006
25910,0000041130
25937,0000101771
25953,0000029905
25961,0000039547
25989,0000023055
26009,0000023071
26060,0000800136
26084,0000023111
26112,0000027904
26163,0000056316
26201,0000023197
26243,0000037934
26279,0000201513
26286,0000049670
26294,0000059880
26295,0000023023
26316,0000023229
26331,0000003941
26332,0000740112
26374,0000018000
26382,0001124198
26390,0000852138
26403,0001744489
26438,0000079326
26454,0000095395
26470,0000277595
26489,0000058221
26518,0001416436
26534,0000708819
26542,0001024725
26577,0000082911
26586,0000023752
26606,0000066960
26607,0001726173
26622,0000019167
26649,0001230869
26665,0000110377
26681,0000949573
26710,0000060086
26729,0000063917
26737,0000084567
26738,0000737011
26746,0000023926
26788,0000097452
26825,0000055067
26833,0000089638
26841,0000020041
26884,0000085627
26921,0000100620
27027,0000061267
27036,0000810906
27043,0000203527
27051,0000006164
27078,0000055023
27124,0000720062
27158,0000018758
27167,0000715446
27182,0000099296
27190,0000215073
27203,0000028154
27238,0000103193
27239,0000316402
27255,0000024654
27270,0000806858
27318,0000073093
27334,0000790051
27350,0000028871
27370,0000354771
27385,0000074778
27422,0000764065
27430,0000024491
27538,0000814849
27596,0000200245
27597,0000729171
27610,0000319497
27633,0000085961
27676,0000095092
27684,0000008858
27705,0000316793
27713,0000077551
27721,0000015523
27748,0001360951
27756,0000751652
27764,0000094887
27773,0000032672
27780,0000093444
27828,0000047217
27836,0000014537
27860,0000038563
27879,0000745142
27887,0000010456
27888,0000039263
27924,0000045529
27940,0000097430
27959,0001326160
27968,0000351730
27983,0001770450
27984,0000312297
27991,0000764622
28054,0000046382
28063,0000720013
28090,0000026463
28097,0000064305
28098,0000319546
28118,0000789933
28134,0000808362
28142,0000806090
28150,0000018489
28151,0000728376
28178,0000027442
28207,0000728330
28222,0000002969
28231,0000730985
28282,0000028364
28302,0000217410
28303,0000800167
28310,0000217410
28337,0000059182
28338,0000314416
28345,0000717423
28346,0000811028
28353,0000081870
28388,0000899689
28433,0000054295
28441,0000314464
28468,0000043082
28469,0000026843
28484,0000004447
28548,0000096167
28564,0000026058
28573,0000026974
28580,0000065322
28629,0000351998
28636,0000006841
28644,0000830047
28652,0000002618
28661,0000027025
28696,0001114674
28725,0000704914
28740,0000002611
28760,0000724976
28804,0000766421
28820,0000225014
28840,0000027096
28848,0000722582
28856,0000356144
28901,0000027105
29014,0000005337
29023,0000027326
29049,0000005611
29058,0000027367
29073,0000006494
29102,0001163739
29103,0001519380
29145,0000006720
29161,0000006931
29189,0000726420
29196,0000007314
29197,0000111001
29209,0000007536
29210,0000027748
29277,0000027924
29306,0000027976
29365,0000230169
29380,0000008699
29400,0000720505
29437,0000028146
29496,0000899714
29532,0000009779
29559,0000009981
29560,0000028365
29568,0000352324
29576,0000028372
29612,0000109563
29639,0000945489
29647,0000718940
29655,0000011354
29663,0000011534
29699,0000028561
29701,0000028579
29736,0000028626
29744,0000109657
29752,0000702259
29816,0000028673
29824,0000319282
29832,0000317814
29859,0000726606
29867,0000939930
29890,0000313807
29947,0000028807
29970,0000015166
30024,0000028895
30032,0000318439
30059,0000723577
30067,0000316004
30075,0000712744
30147,0000708850
30250,0000800031
30277,0000016873
30307,0000014995
30315,0000029356
30330,0000017109
30358,0000029434
30365,0000017728
30509,0000019871
30648,0000021535
30672,0000022337
30680,0000022444
30700,0000030053
30744,0000022912
30753,0000030121
30760,0000023460
30761,0000030140
30779,0000023512
30787,0000023538
30788,0000030173
30825,0000030259
30840,0000024104
30876,0000030490
30884,0000845607
30892,0000748792
30905,0000350746
30912,0000024975
30940,0000030625
30947,0000769417
31051,0000720875
31070,0000030822
31077,0000026076
31078,0000030828
31107,0000030841
31131,0000350081
31211,0000026782
31246,0000032647
31318,0000727008
31325,0000819817
31393,0000722383
31422,0000030985
31456,0000030770
31464,0000030819
31472,0000897265
31480,0000031107
31500,0000350797
31536,0000031348
31552,0000031617
31579,0000031088
31595,0000030892
31632,0000032297
31683,0000033461
31691,0000033533
31704,0000033537
31720,0000033559
31721,0000355861
31763,0000034143
31798,0000034296
31799,0000737572
31836,0000032013
31852,0000032032
31878,0000035590
31915,0000037115
31975,0000320574
31983,0000032120
32030,0000032156
32037,0000041254
32054,0000726514
32061,0000044319
32062,0000351789
32089,0000032190
32096,0000039917
32110,0000032198
32118,0000032203
32134,0000032228
32177,0000032265
32256,0000041781
32379,0000043362
32417,0000317032
32440,0000044171
32459,0000044420
32475,0000044482
32540,0000350917
32548,0000714284
32563,0000801898
32619,0000046109
32628,0000032869
32636,0000032878
32651,0000719413
32678,0000046619
32679,0000350193
32707,0000046765
32716,0000351127
32782,0000047878
32791,0001603923
32803,0001915657
32839,0000205303
32847,0000313419
32870,0000048465
32897,0000320333
32926,0000048824
32935,0000352071
32942,0000048898
32986,0000731802
33014,0000032991
33048,0000049862
33064,0000052811
33072,0000049906
33099,0000049938
33129,0000033061
33137,0000727510
33145,0000033073
33188,0000033113
33209,0000316253
33240,0000052591
33260,0000704336
33267,0000053500
33275,0000054161
33292,0000033195
33312,0000054727
33363,0000202304
33420,0000033325
33451,0000719729
33452,0000717826
33478,0000056252
33508,0000788964
33532,0000033488
33567,0000355199
33603,0000057497
33612,0000276283
33639,0000033780
33690,0001125536
33785,0000060357
33794,0000717653
33815,0000313395
33823,0000034067
33849,0000061004
33857,0000068676
33911,0000352956
33961,0000061927
33988,0000061931
34024,0000062960
34032,0000062996
34040,0000063118
34067,0000063814
34121,0000034339
34147,0000065771
34172,0000034395
34227,0000066842
34251,0001489137
34278,0000067634
34358,0000068651
34366,0000069180
34367,0000034563
34404,0000034629
34463,0000034908
34497,0000080172
34498,0000743532
34578,0001409475
34630,0000071478
34649,0000071525
34665,0000071745
34666,0000320017
34673,0000071829
34746,0000035527
34817,0000073309
34818,0000719164
34825,0000073568
34833,0000797468
34841,0000073902
34869,0000035733
34884,0000277331
34892,0000074629
34913,0000075072
34936,0001065078
34937,0001063251
34948,0000075288
34981,0001498720
35020,0000035968
35028,0000732248
35051,0000075829
35094,0000076261
35107,0000076267
35124,0000036047
35158,0000076723
35166,0000076812
35203,0000801873
35211,0000077320
35334,0000078298
35393,0000078895
35422,0000079209
35529,0000079920
35554,0000036270
35705,0000085608
35844,0000916504
35916,0000083877
35940,0000316792
35991,0000084748
36003,0000084839
36150,0000091817
36177,0000086358
36257,0000087864
36409,0000089127
36417,0000089161
36468,0000089800
36469,0000036995
36637,0000748950
36709,0000037358
36717,0000353984
36768,0000037472
36775,0000093448
36898,0000094049
36927,0000094170
36994,0000094947
37022,0000095366
37058,0000713002
37102,0000096000
37103,0000037755
37154,0000355019
37161,0000350563
37196,0000096669
37217,0000825410
37225,0000096736
37233,0000096746
37242,0000731427
37276,0000097184
37284,0000050104
37381,0000038264
37399,0000098537
37402,0000352825
37453,0000038445
37460,0000099106
37524,0000100381
37568,0000038725
37575,0000101006
37640,0000038851
37807,0000102741
37815,0000103392
37867,0000800365
37874,0000103916
37875,0000039368
37955,0000039648
37970,0000105768
38033,0000106532
38085,0000711425
38106,0000742364
38149,0000002491
38156,0000107263
38157,0000317890
38172,0000107454
38280,0000318771
38287,0000109156
38295,0000109177
38317,0000040443
38324,0000047188
38333,0000040461
38340,0000076090
38375,0000107889
38384,0000040528
38420,0001091862
38447,0000052522
38471,0000011856
38472,0000040687
38527,0000012614
38535,0000075448
38543,0000313096
38551,0000104650
38578,0000097854
38579,0000040829
38608,0000040934
38616,0000319649
38624,0000040944
38632,0000351598
38659,0000355811
38666,0000024360
38682,0000029669
38691,0000704695
38703,0000072971
38712,0000040969
38746,0000006207
38747,0000352682
38762,0001111711
38790,0000314606
38826,0000076120
38827,0000041052
38850,0000090896
38851,0000041103
38878,0000041114
38885,0000801351
38893,0000021267
38906,0000105729
38914,0001124887
38974,0000041365
39029,0000719274
39036,0000741254
39045,0000740763
39087,0000101830
39088,0000041589
39108,0000047395
39159,0000012184
39220,0000093389
39240,0000918664
39263,0000759663
39300,0000073104
39328,0000042228
39335,0000024188
39386,0000034435
39432,0000317332
39466,0000096238
39475,0000706171
39482,0000004611
39483,0000042791
39490,0001841666
39538,0000063276
39570,0000217028
39571,0000042888
39590,0000719597
39642,0000010795
39669,0000764898
39670,0000727162
39686,0000043142
39693,0000009984
39757,0000013606
39765,0000314727
39781,0000044549
39917,0000106535
39984,0000078751
39992,0000277024
40053,0001704899
40061,0000096879
40062,0000094784
40109,0000058712
40125,0001688568
40142,0000021624
40168,0000746071
40176,0000080491
40192,0000040267
40221,0000098651
40222,0000719702
40272,0000051253
40273,0000044376
40299,0000100084
40302,0000044404
40360,0000079263
40388,0001030749
40416,0000008868
40425,0000355269
40440,0000028823
40459,0000055510
40468,0001589061
40483,0001021387
40484,0000310377
40520,0000022646
40521,0000720609
40540,0000351298
40571,0000080051
40599,0000045695
40628,0000044764
40643,0000206030
40644,0000729533
40687,0000723906
40694,0000097472
40695,0000044800
40707,0000018169
40708,0000044801
40715,0000019558
40766,0000057430
40847,0000045136
40897,0000075178
40970,0000313478
40977,0000079011
41057,0000054843
41064,0000022698
41072,0000217591
41080,0000026172
41100,0001034588
41136,0000202356
41179,0000069598
41187,0000354707
41188,0000046129
41195,0000058518
41208,0000009549
41209,0000046157
41216,0000091668
41241,0000046250
41276,0001023907
41304,0000040286
41320,0000089270
41355,0000076334
41356,0000046455
41371,0000101271
41399,0000725627
41419,0000814068
41427,0000105846
41443,0000065873
41444,0000046653
41452,0000916789
41486,0000082666
41487,0000046709
41515,0000938348
41523,0000097509
41532,0000046815
41574,0000088790
41662,0000083496
41734,0000005177
41822,0000069645
41823,0000047307
41929,0000023675
41930,0000800630
41937,0000084443
41953,0000845806
41989,0000047613
41996,0000083961
42024,0000012978
42025,0000731838
42033,0000047721
42067,0000054441
42075,0000044067
42083,0001368457
42104,0000054050
42112,0001013834
42156,0000048105
42164,0000310801
42200,0000031791
42243,0000109478
42286,0000110471
42307,0000276889
42438,0000011454
42439,0000048287
42455,0000741815
42518,0000230602
42534,0000833444
42550,0001282637
42551,0000048459
42569,0000276104
42585,0000091419
42606,0000014637
42729,0000030901
42745,0000035469
42753,0000205778
42796,0000065011
42833,0000075594
42834,0000049101
42876,0000034277
42877,0000728535
42905,0000005870
42906,0000049196
42922,0000315374
42981,0000719447
42999,0000086636
43000,0000769644
43020,0000355266
43027,0000108637
43028,0000049401
43052,0000049447
43095,0000704432
43123,0001018963
43132,0000049525
43167,0000715593
43211,0000029208
43238,0000045370
43246,0000037661
43263,0000719625
43271,0000025652
43290,0000716054
43327,0000351810
43334,0000095953
43342,0000030875
43350,0000093556
43430,0000050416
43449,0000063908
43474,0000065745
43481,0000310354
43510,0000013769
43537,0000109284
43553,0000103379
43588,0000078853
43596,0001060514
43597,0000715430
43617,0000097196
43618,0000216184
43625,0000084651
43668,0000062142
43721,0000060751
43748,0000080693
43749,0000720477
43757,0000722830
43765,0000730757
43772,0000011199
43887,0000064807
43916,0000028887
43967,0000103575
43983,0000099487
43992,0000050253
44003,0000316911
44039,0000050361
44046,0000007627
44055,0000730338
44062,0000093102
44089,0000043059
44134,0000055242
44135,0000216205
44150,0000225463
44170,0000350921
44178,0000050479
44185,0000032017
44194,0000714278
44207,0000723574
44223,0000050505
44230,0000075340
44257,0000015332
44265,0000829499
44273,0000012721
44274,0000353020
44302,0000069648
44329,0000096943
44330,0000722811
44345,0000095779
44353,0000077106
44354,0000320516
44389,0000050842
44410,0000719960
44433,0000100817
44468,0000045333
44476,0000108683
44477,0000110640
44484,0000084588
44492,0000103080
44505,0000041388
44506,0000703361
44513,0000096763
44514,0000050845
44580,0000004215
44601,0000008818
44637,0000350066
44644,0000008670
44645,0000719494
44661,0000718460
44687,0000074444
44708,0000034501
44740,0000003721
44759,0000860731
44760,0000051011
44768,0000715787
44776,0000714981
44783,0000106945
44792,0000351145
44813,0000725363
44821,0000351012
44840,0000051017
44856,0000702736
44928,0000351532
44935,0000823556
44943,0000029002
44951,0000095521
44952,0000320008
44986,0000048638
45014,0000081887
45022,0000062765
45102,0000720032
45103,0000051207
45110,0000027751
45129,0000097886
45217,0000006097
45225,0000059255
45241,0000038074
45277,0000353944
45285,0000355406
45306,0001405495
45313,0000074585
45348,0000848446
45356,0000833444
45373,0000319240
45381,0000051497
45399,0000106827
45428,0001038914
45460,0000023236
45487,0000069680
45495,0000085408
45509,0000354813
45516,0000057201
45524,0000095690
45532,0000023028
45560,0000728249
45583,0000006571
45604,0000093146
45612,0000106650
45647,0000047254
45655,0000018396
45671,0000087777
45672,0000051751
45728,0000742112
45735,0000094138
45744,0000719582
45751,0000062709
45794,0000721083
45823,0000077326
45858,0000079636
45866,0000056583
45874,0000028582
45882,0000094136
45890,0000054681
45891,0000352789
45903,0000104060
45911,0000004127
45955,0000357108
45970,0000109446
45989,0000028921
46018,0000719522
46025,0000811636
46026,0000052708
46034,0000052741
46077,0000052795
46149,0000216275
46164,0000037743
46172,0000090163
46173,0000319375
46181,0000351903
46229,0000052971
46252,0000052477
46260,0000101911
46261,0000053040
46295,0000314132
46296,0000053127
46309,0000800673
46340,0000086115
46391,0000048738
46447,0000090534
46448,0000094610
46463,0000050725
46471,0000030067
46499,0000806302
46519,0000050716
46527,0000005657
46543,0000087897
46578,0000021076
46586,0000880430
46624,0000320179
46658,0000024011
46690,0000016040
46703,0001070750
46704,0000053870
46762,0000868635
46819,0000054045
46826,0000109336
46834,0000040570
46843,0000723888
46850,0001122304
46877,0000009892
46878,0000313469
46886,0000319201
46907,0000724267
46923,0000056868
46931,0000000020
46950,0000057055
47002,0000054381
47029,0000734101
47060,0000092412
47079,0000020405
47108,0000107203
47116,0000027089
47140,0000008117
47141,0000906469
47159,0000050341
47175,0000104599
47184,0000317282
47191,0000276894
47204,0000073271
47205,0000740694
47255,0000057139
47271,0000352949
47335,0000902279
47395,0000055195
47423,0000749872
47466,0000071691
47490,0000085812
47538,0000067078
47555,0000313148
47571,0000055529
47619,0000719733
47642,0000013610
47677,0000716133
47706,0000277509
47707,0000055698
47714,0000091844
47715,0000055772
47730,0000771497
47773,0000069960
47810,0000102883
47829,0000026757
47837,0000062391
47853,0000092761
47861,0000095574
47888,0000041133
47896,0000019617
47897,0000800901
47917,0000101929
47941,0000039899
47942,0000353319
47969,0000056362
47984,0000052969
47992,0001040441
48012,0000819996
48047,0000936287
48048,0000725014
48072,0000056701
48098,0000100757
48099,0000276367
48100,0000053134
48128,0000056898
48136,0000056908
48143,0000034136
48144,0000056978
48179,0000057041
48216,0000729622
48223,0000062119
48266,0000055914
48267,0000703360
48274,0000072020
48282,0000021157
48291,0000357020
48347,0000057131
48354,0000009749
48363,0000057187
48370,0000216875
48371,0000721669
48397,0000005103
48426,0000098727
48450,0000088275
48486,0000707549
48506,0001059556
48514,0000003370
48522,0000019015
48523,0000057515
48549,0000088686
48550,0000057538
48565,0000101640
48637,0000023249
48645,0000095311
48653,0000049071
48654,0000057647
48696,0000032258
48697,0000725460
48709,0000098559
48725,0000100885
48769,0000312242
48776,0000058621
48805,0000859151
48806,0000740726
48813,0000006928
48857,0000057881
48880,0000944691
48900,0000315542
48928,0000091807
48936,0000088095
48944,0000103145
49008,0000058204
49015,0000059558
49031,0001128928
49074,0000040977
49083,0000351139
49104,0000728294
49111,0000217586
49138,0000090168
49147,0000058595
49154,0000027419
49219,0000058822
49227,0000745394
49269,0000004854
49285,0000026821
49286,0000312065
49307,0000356217
49349,0000045260
49411,0000352970
49437,0000313058
49438,0000706777
49488,0000060714
49496,0000110985
49526,0000059401
49534,0001302676
49568,0000205863
49584,0000003292
49585,0000059479
49613,0000854419
49614,0000225569
49656,0001390777
49680,0000313616
49701,0000008462
49744,0001338749
49745,0000059593
49752,0000072423
49753,0000059641
49787,0000098781
49796,0000047798
49817,0000216430
49875,0000037481
49905,0000352363
49971,0000078460
49999,0000060128
50059,0000046445
50075,0000051124
50091,0000790730
50092,0000060302
50156,0000711761
50163,0000110626
50200,0000774203
50227,0000934612
50243,0000089140
50278,0000102379
50279,0000060911
50287,0000319204
50359,0000716827
50366,0000019002
50374,0000056151
50382,0000047268
50390,0000109553
50404,0000064079
50412,0000275710
50462,0000058172
50470,0000007119
50550,0000077543
50577,0000064493
50586,0000354807
50606,0000098222
50623,0000068709
50666,0000061138
50682,0000320654
50703,0000110624
50710,0000033053
50729,0000034837
50788,0000033619
50818,0000356128
50842,0000061426
50876,0000059478
50877,0000355878
50905,0000045599
50906,0000061478
50913,0000079169
50922,0000717834
50948,0000088941
50965,0000015354
50973,0000061486
50980,0000013743
50999,0000047647
51043,0000310522
51086,0000107687
51087,0000202467
51094,0000082276
51131,0000313838
51158,0000084908
51254,0000108721
51262,0000908288
51263,0000061986
51270,0000063194
51369,0000097210
51377,0000070530
51393,0000013021
51414,0000023533
51450,0000709694
51510,0000002145
51554,0000062384
51596,0001506307
51677,0000719497
51685,0000062703
51706,0001399315
51721,0000003000
51772,0000036672
51800,0000745448
51828,0000053748
51829,0000749038
51909,0000320568
51925,0000063330
51932,0000104348
51933,0000078966
51941,0000063373
51960,0000319815
52062,0000085928
52070,0001007456
52071,0000063686
52090,0000063754
52143,0000063984
52231,0000064463
52250,0000064472
52258,0001170650
52282,0000719152
52311,0000064502
52329,0000052988
52345,0000028827
52346,0000064513
52388,0000024473
52396,0000095552
52469,0000064578
52476,0000033185
52506,0000723592
52556,0000040129
52564,0000094845
52565,0000216540
52581,0000352862
52602,0000711074
52628,0000914025
52695,0000277135
52716,0000047518
52717,0000225628
52725,0000064708
52784,0000353377
52792,0000064892
52804,0000006948
52813,0000701811
52898,0000078128
52919,0000065100
52935,0000042297
52943,0000086346
52978,0000046080
53015,0000706864
53074,0000724004
53110,0000009092
53129,0000051410
53154,0000065231
53189,0000065270
53197,0000065270
53225,0000104889
53373,0000065596
53453,0000067383
53508,0000894558
53509,0000718865
53575,0000025793
53576,0000065743
53604,0000042682
53613,0000723125
53620,0000046428
53639,0000073864
53640,0000310568
